EVTTITLE20003;The Conversion of [converting_king.PrimaryTitle.GetName];;;;;;;;;;;[sponsoring_king.GetMassBaptismEventTitle];;x
EVTOPTAHF20324;I am flattered.;;;;;;;;;;;ß ïîëüùåí[Root.GetEndA].;;x
EVTOPTAHF20325;It surely is an impressive ceremony...;;;;;;;;;;;Ýòî, áåçóñëîâíî, âïå÷àòëÿþùàÿ öåðåìîíèÿ...;;x
EVTOPTAHF20326;I will bring new glory to the Empire.;;;;;;;;;;;ß ïðèíåñó Èìïåðèè íîâóþ ñëàâó.;;x
EVTOPTAHF20327;The world will never know a more devout [Root.GetTitle] than I.;;;;;;;;;;;ß áóäó ñàìûì íàáîæíûì ìîíàðõîì â ìèðå.;;x
EVTOPTAHF20328;Your [From.GetHonorific], could you lend me your ear for a moment?;;;;;;;;;;;— [From.PrimaryTitle.GetFOA], íå ìîãëè áû Âû óäåëèòü ìíå ìèíóòêó?;;x
EVTOPTAHF20329;I want to know! Tell me!;;;;;;;;;;;ß õî÷ó çíàòü! Ðàññêàæèòå ìíå!;;x
EVTOPTAHF20330;A good action is its own reward.;;;;;;;;;;;Õîðîøèé ïîñòóïîê - ñàì ïî ñåáå íàãðàäà.;;x
EVTOPTAHF20331;Such is the foolishness of youth.;;;;;;;;;;;Òàêîâà ãëóïîñòü þíîñòè.;;x
EVTOPTAHF20332;Clearly [coronation_priest.GetSheHe] is exaggerating...;;;;;;;;;;;[coronation_priest.GetSheHeCap] ÿâíî ïðåóâåëè÷èâàåò...;;x
EVTOPTAHF20333;Our host should be ashamed of [From.GetHerselfHimself].;;;;;;;;;;;Êàêîé ñòûä;;x
EVTOPTAHF20335;How dare you!;;;;;;;;;;;Äà êàê òû ñìååøü!;;x
EVTOPTAHF20336;How dare you!;;;;;;;;;;;Äà êàê òû ñìååøü!;;x
EVTOPTAHF20337;I am sure I can make them see reason.;;;;;;;;;;;Óâåðåí[Root.GetEndA], ÿ ñìîãó èõ óðåçîíèòü.;;x
EVTOPTAHF20340;Shameful.;;;;;;;;;;;Ýòî áûëî íåóìåñòíî.;;x
EVTOPTAHF20341;This is unacceptable!;;;;;;;;;;;Ýòî íåïðèåìëåìî!;;x
EVTOPTAHF20342;I will shut [coronation_priest.GetHerHim] up this time!;;;;;;;;;;;Ïîðà [coronation_priest.GetHersHis] çàòêíóòü!;;x
EVTOPTAHF20343;At least [coronation_priest.GetSheHe] stopped preaching...;;;;;;;;;;;Çàòî [coronation_priest.GetTitledFirstName], íàêîíåö, çàòêíó[coronation_priest.GetLasLsya]...;;x
EVTOPTAHF20344;What a hypocrite.;;;;;;;;;;;Êàêîå ëèöåìåðèå!;;x
EVTOPTAHF20345;I will not forget your kindness, [From.GetFirstName].;;;;;;;;;;;ß íå çàáóäó [From.GetHersHis] äîáðîòó.;;x
EVTOPTAHF20346;You are welcome, [coronation_knight.GetFirstName]!;;;;;;;;;;;Äîáðî ïîæàëîâàòü, ñýð [coronation_knight.GetFirstName]!;;x
EVTOPTAHF20347;Oh, I love you too, [coronation_knight.GetTitledFirstName]!;;;;;;;;;;;ß òîæå ëþáëþ Âàñ, [coronation_knight.GetTitledFirstName]!;;x
EVTOPTAHF20348;Who could have seen us?;;;;;;;;;;;Êòî æå ìîã íàñ âèäåòü?;;x
EVTOPTAHF20349;She should be ashamed of herself.;;;;;;;;;;;[From.GetHerHimCap] äîëæíî áûòü ñòûäíî çà ñåáÿ.;;x
EVTOPTAHF20350;Yes! I want to know how to fight like you!;;;;;;;;;;;ß õî÷ó íàó÷èòüñÿ ñðàæàòüñÿ, êàê Âû, ñýð [coronation_knight.GetFirstName]!;;x
EVTOPTAHF20351;I am sure we have much to share, [coronation_scholar.GetTitledFirstName].;;;;;;;;;;;Óâåðåí[Root.GetEndA], Âàì åñòü ÷åì ïîäåëèòüñÿ.;;x
EVTOPTAHF20352;I have had enough of this farce!;;;;;;;;;;;Ñ ìåíÿ õâàòèò!;;x
EVTOPTAHF20353;I am sure I can settle this matter.;;;;;;;;;;;Óâåðåí[Root.GetEndA], ÿ ñìîãó ðåøèòü ýòîò âîïðîñ.;;x
EVTOPTAHF20354;Let us not be enemies any longer.;;;;;;;;;;;Ïîðà ïðåêðàòèòü íàøó âðàæäó.;;x
EVTOPTAHF20355;At least I am safe.;;;;;;;;;;;Ïî êðàéíåé ìåðå ÿ â áåçîïàñíîñòè.;;x
EVTOPTAHF20356;It was to be expected.;;;;;;;;;;;Ýòîãî ñëåäîâàëî îæèäàòü.;;x
EVTOPTAHF20357;How dare [From.GetSheHe] not invite me?;;;;;;;;;;;Äà êàê [From.GetSheHe] ïîñìåë[From.GetEndA] íå ïðèãëàñèòü ìåíÿ?!;;x
EVTOPTAHF20358;Yet, should a [christian.GetGroupName] not eschew excesses?;;;;;;;;;;;Ðàçâå [_õðèñòèàíå] íå äîëæíû èçáåãàòü èçëèøåñòâ?;;x
EVTOPTAHF20358_B;I am mortified, Holy Father! Let me help you!;;;;;;;;;;;ß îãîð÷åí[Root.GetEndA], Ñâÿòîé Îòåö. Ïîçâîëüòå ìíå ïîìî÷ü Âàì.;;x
EVTOPTAHF20359;Understandable.;;;;;;;;;;;[coronation_priest.GetHersHisCap] ìîæíî ïîíÿòü.;;x
EVTOPTAHF20360;I should just be content with what I have, I suppose...;;;;;;;;;;;Ïîëàãàþ, ìíå ñëåäóåò äîâîëüñòâîâàòüñÿ òåì, ÷òî åñòü...;;x
EVTOPTAHF20361;Perhaps...;;;;;;;;;;;Ìîæåò è òàê...;;x
EVTOPTAHF20362;It is all the Steward's fault!;;;;;;;;;;;Ýòî âñ¸ [lazy_treasurer.GetHersHis] âèíà!;;x
EVTOPTAHF20363;This is ludicrous!;;;;;;;;;;;Ýòî íåëåïî!;;x
EVTOPTAHF20364;Let me clear things up for both of you...;;;;;;;;;;;Ïîçâîëüòå ìíå êîå-÷òî ïðîÿñíèòü...;;x
EVTOPTAHF20366;I am finally and truly [Root.GetTitle].;;;;;;;;;;;Âîèñòèíó ýòî òàê.;;x
EVTOPTAHF20367;Long live the [coronation_ruler.GetTitle]!;;;;;;;;;;;Äà çäðàâñòâóåò [coronation_ruler.GetTitle]!;;x
EVTOPTAHF20368;Long live the [coronation_ruler.GetTitle].;;;;;;;;;;;Äà çäðàâñòâóåò [coronation_ruler.GetTitle]!;;x
EVTOPTAHF20370;It is good to be back in [Root.Capital.GetName].;;;;;;;;;;;Ïîðà îòïðàâëÿòüñÿ äîìîé.;;x
EVTOPTAHF20371;I am [Root.GetTitle] by my own hand!;;;;;;;;;;;ß ñâîåé ìèëîñòüþ [Root.GetTitle] [Root.PrimaryTitle.GetAdjective]ñêîãî íàðîäà!;;x
EVTOPTAHF20376;Superstitious rabble...;;;;;;;;;;;Ñóåâåðíûé ñáðîä...;;x
EVTOPTAHF20377;But they are still vassals of [Root.PrimaryTitle.GetName]!;;;;;;;;;;;Íî îíè âñ¸ åù¸ ìîè âàññàëû!;;x
EVTOPTAHF20378;I cannot stand this!;;;;;;;;;;;ß ýòî òàê íå îñòàâëþ!;;x
EVTOPTAHF20379;Look who is talking...;;;;;;;;;;;Êòî áû ãîâîðèë...;;x
EVTOPTAHF20380;You are a failure!;;;;;;;;;;;Òû - õîäÿ÷åå íåäîðàçóìåíèå!;;x
EVTOPTAHF20381;Maybe I should give [From.GetHerHim] another chance...;;;;;;;;;;;Ìîæåò, äàòü [From.GetHerHim] åù¸ îäèí øàíñ...;;x
EVTOPTAHF20382;Sounds good!;;;;;;;;;;;Ïîääàòüñÿ ñòðàñòè.;;x
EVTOPTAHF20383;Maybe some other time?;;;;;;;;;;;Ëàäíî, ìîæåò â äðóãîé ðàç...;;x
EVTOPTAHF20384;[From.GetSheHeCap] will not like to hear this...;;;;;;;;;;;[From.GetHerHimCap] ýòî íå ïîíðàâèòñÿ...;;x
EVTOPTAHF20385;I must find somebody to crown me soon...;;;;;;;;;;;Íàäî íàéòè êîãî-íèáóäü, êòî êîðîíóåò ìåíÿ êàê ìîæíî ñêîðåå...;;x
EVTOPTAHF20386;I will no longer serve in your Council!;;;;;;;;;;;ß áîëüøå íå áóäó ñëóæèòü â Ñîâåòå!;;x
EVTOPTAHF20387;I must find somebody to crown me soon...;;;;;;;;;;;Íàäî íàéòè êîãî-íèáóäü, êòî êîðîíóåò ìåíÿ êàê ìîæíî ñêîðåå...;;x
EVTOPTAHF20388;The Lord cares not for riches.;;;;;;;;;;;Ãîñïîäà íå çàáîòÿò íàøè áîãàòñòâà.;;x
EVTOPTAHF20389;We could use the festivity to attract more traders.;;;;;;;;;;;Âîñïîëüçóåìñÿ ýòèì, ÷òîáû ïðèâëå÷ü òîðãîâöåâ.;;x
EVTOPTAHF20390;Wonderful.;;;;;;;;;;;×óäåñíî.;;x
EVTOPTAHF20391;Outstanding.;;;;;;;;;;;Ïðåâîñõîäíî;;x
EVTOPTAHF20392;I should be glad with what I have.;;;;;;;;;;;ß äîëæ[Root.GetNaEn] ðàäîâàòüñÿ òîìó, ÷òî èìåþ.;;x
EVTOPTAHF20394;Very well.;;;;;;;;;;;Õîðîøî.;;x
EVTOPTAHF20395;This is insulting!;;;;;;;;;;;Ýòî îñêîðáëåíèå!;;x
EVTOPTAHF20396;Very well, send [From.GetHerHim] in.;;;;;;;;;;;Õîðîøî, çîâèòå [From.GetHersHis] ñþäà.;;x
EVTOPTAHF20397;Finally.;;;;;;;;;;;Íàêîíåö-òî.;;x
EVTOPTAHF20398;How dare [From.GetSheHe]!;;;;;;;;;;;Äà êàê [From.GetSheHe] ïîñìåë[From.GetEndA]?!;;x
EVTOPTAHF20399;Perhaps I can pry it a little...;;;;;;;;;;;Ìîæåò, êîâûðíóòü íåìíîæêî...;;x
EVTOPTAHF20401;So shiny!;;;;;;;;;;;Òàêàÿ áëåñòÿùàÿ!;;x
EVTOPTAHF20402;I should teach [From.GetHerHim] about the sacred history of this crown.;;;;;;;;;;;— Äàâàé-êà, ÿ ðàññêàæó òåáå èñòîðèþ ýòîé êîðîíû.;;x
EVTOPTAHF20403;Oh...;;;;;;;;;;;Îãî...;;x
EVTOPTAHF20404;I am so sorry!;;;;;;;;;;;Ïðîñòè, ÿ áîëüøå òàê íå áóäó!;;x
EVTOPTAHF20408;Outstanding.;;;;;;;;;;;Âîò è ïðåêðàñíî.;;x
EVTOPTAHF20409;How disappointing.;;;;;;;;;;;Êàêîå ðàçî÷àðîâàíèå.;;x
EVTOPTAHF20410;We can play together!;;;;;;;;;;;Ìû ìîæåì èãðàòü âìåñòå!;;x
EVTOPTAHF20411_A;[From.GetSheHeCap] is a true [From.GetTitle]!;;;;;;;;;;;[From.GetSheHeCap] èñòèíí[From.GetAyaYy] [From.GetTitle]!;;x
EVTOPTAHF20411_B;It is not my place to judge my liege.;;;;;;;;;;;Íî ÿ íå âïðàâå ñóäèòü ñâî[From.GetYuEgo] [From.GetLordLadyACC].;;x
EVTOPTAHF20412;[Root.Religion.GetHighGodName] willing...;;;;;;;;;;;Åñëè [Root.Religion.GetHighGodName] òîãî ïîæåëàåò...;;x
EVTOPTAHF20413;What did I say wrong?;;;;;;;;;;;Íî, ÷òî ÿ ñäåëàë[Root.GetEndA] íå òàê??;;x
EVTOPTBHF20200;Send for the most powerful Bishop in the realm!;;;;;;;;;;;Ïîïðîøó âëèÿòåëüíîãî åïèñêîïà.;;x
EVTOPTBHF20201;A reasonable request.;;;;;;;;;;;Ðàçóìíûé çàïðîñ.;;x
EVTOPTBHF20202;On second thought, I think I will wait for now.;;;;;;;;;;;Åñëè ïîäóìàòü, ëó÷øå ÿ ïîêà ïîäîæäó.;;x
EVTOPTBHF20203;I have no money to spare!;;;;;;;;;;;Ó ìåíÿ íåò íà ýòî äåíåã.;;x
EVTOPTBHF20204;I have no such money to spare.;;;;;;;;;;;Ó ìåíÿ íåò íà ýòî äåíåã.;;x
EVTOPTBHF20205;I have no such money to spare.;;;;;;;;;;;Ó ìåíÿ íåò íà ýòî äåíåã.;;x
EVTOPTBHF20206;No child of mine will waste his life in a monastery!;;;;;;;;;;;Íèêòî èç ìîèõ äåòåé íå óãðîáèò ñâîþ æèçíü â ìîíàñòûðå!;;x
EVTOPTBHF20207;I will not risk my son's life for a crown.;;;;;;;;;;;ß íå ñòàíó ðèñêîâàòü æèçíüþ ñûíà ðàäè êîðîíû.;;x
EVTOPTBHF20208;I will not be part of whatever debauchery [From.GetSheHe] has in mind!;;;;;;;;;;;ß íå ïðèëîæó ðóêó ê [From.GetHersHis] ðàçâðàòíûì ïîïîéêàì!;;x
EVTOPTBHF20209;[From.GetSheHeCap] has enough land as it is.;;;;;;;;;;;Ó í[From.GetHersHis] è áåç òîãî äîñòàòî÷íî çåìåëü.;;x
EVTOPTBHF20210;I will not be part of your Order.;;;;;;;;;;;Òîëüêî ýòîãî ìíå íå õâàòàëî.;;x
EVTOPTBHF20211;Pope or Duke, you are still my vassal.;;;;;;;;;;;Âàññàë åñòü âàññàë. Íå âàæíî ãåðöîã ëè îí, èëè ñàì Ïàïà.;;x
EVTOPTBHF20212;This is too much for me.;;;;;;;;;;;Ýòî ñëèøêîì äîðîãî.;;x
EVTOPTBHF20213;Not in my realm it isn't.;;;;;;;;;;;Íå â ìîåé ñòðàíå.;;x
EVTOPTBHF20214;I do not wish to start a war over a crown.;;;;;;;;;;;Êîðîíà íå ñòîèò òîãî, ÷òîáû ðàçâÿçûâàòü î÷åðåäíóþ âîéíó.;;x
EVTOPTBHF20215;I do not wish to start a war over a crown.;;;;;;;;;;;Êîðîíà íå ñòîèò òîãî, ÷òîáû ðàçâÿçûâàòü î÷åðåäíóþ âîéíó.;;x
EVTOPTBHF20216;I was never part of this agreement.;;;;;;;;;;;ß ýòî ñîãëàøåíèå íå ïîäïèñûâàë[Root.GetEndA].;;x
EVTOPTBHF20217;I do not wish to give away pieces of my realm for a crown.;;;;;;;;;;;Êîðîíà íå ñòîèò òîãî, ÷òîáû ðàçäàâàòü ðàäè íå¸ çåìëè.;;x
EVTOPTBHF20221;I will not wage a war on behalf of the Papacy.;;;;;;;;;;;ß íå ñòàíó âåñòè âîéíó îò èìåíè Ïàïñòâà.;;x
EVTOPTBHF20225;This request is absurd!;;;;;;;;;;;Ýòà ïðîñüáà àáñóðäíà!;;x
EVTOPTBHF20235;I cannot sully my name with this sacrilegious request.;;;;;;;;;;;ß íå õî÷ó, ÷òîáû ìî¸ èìÿ ñâÿçûâàëè ñ ðàçâðàòîì.;;x
EVTOPTBHF20236;There are so many pretty faces...;;;;;;;;;;;Òóò ñòîëüêî ïðåëåñòíûõ ëèö...;;x
EVTOPTBHF20237;Absolutely not happening!;;;;;;;;;;;Íó óæ íåò! Ñ ìåíÿ õâàòèò!;;x
EVTOPTBHF20240;This relic is part of my family's heritage!;;;;;;;;;;;Ýòà ðåëèêâèÿ - ÷àñòü ñåìåéíîãî íàñëåäèÿ!;;x
EVTOPTBHF20241;This relic is part of my family's heritage!;;;;;;;;;;;Ýòà ðåëèêâèÿ - íàñëåäèå ìîåé ñåìüè!;;x
EVTOPTBHF20300;A dignified ceremony will do.;;;;;;;;;;;Öåðåìîíèÿ äîëæíà áûòü äîñòîéíîé ìîåãî âûñîêîãî òèòóëà.;;x
EVTOPTBHF20301;I must decline this honor.;;;;;;;;;;;Áîþñü, ÿ âûíóæäåí[Root.GetEndA] îòêàçàòüñÿ.;;x
EVTOPTBHF20302;I must decline.;;;;;;;;;;;Áîþñü, ÿ âûíóæäåí[Root.GetEndA] îòêàçàòüñÿ.;;x
EVTOPTBHF20306;And yet, maybe I should keep my distance from [potential_friend.GetHerHim].;;;;;;;;;;;Íî òåì íå ìåíåå, ëó÷øå ñîõðàíÿòü äèñòàíöèþ.;;x
EVTOPTBHF20307;And yet, maybe I should keep my distance from [potential_friend.GetHerHim].;;;;;;;;;;;Íî òåì íå ìåíåå, ëó÷øå ñîõðàíÿòü äèñòàíöèþ.;;x
EVTOPTBHF20310;And yet, maybe I should keep my distance from [potential_friend.GetHerHim].;;;;;;;;;;;Íî òåì íå ìåíåå, ëó÷øå ñîõðàíÿòü äèñòàíöèþ.;;x
EVTOPTBHF20311;Proper handling of the realm's finances is fundamental.;;;;;;;;;;;Ãîñóäàðñòâåííûå ôèíàíñû èìåþò ôóíäàìåíòàëüíîå çíà÷åíèå.;;x
EVTOPTBHF20314;I will join the conversation.;;;;;;;;;;;Ïîðà ïðèñîåäèíèòüñÿ ê ðàçãîâîðó.;;x
EVTOPTBHF20316;I do not want to embarrass myself before the ceremony.;;;;;;;;;;;Íå õîòåëîñü áû ñòàâèòü ñåáÿ â íåëîâêîå ïîëîæåíèå ïåðåä öåðåìîíèåé.;;x
EVTOPTBHF20321;This is a sign to stop slouching and take my work seriously.;;;;;;;;;;;Ýòî çíàê. Ïîðà ïåðåñòàòü ëåíèòüñÿ è ñåðü¸çíî îòíåñòèñü ê ðàáîòå.;;x
EVTOPTBHF20322;Yet I should not let pride blind me.;;;;;;;;;;;È âñ¸ æå, íåëüçÿ ïîçâîëÿòü ãîðäîñòè îñëåïèòü ìåíÿ.;;x
EVTOPTBHF20323;I should work hard to show that I know how important this is.;;;;;;;;;;;Ìíå íóæíî ïðèëîæèòü ìàêñèìóì óñèëèé, ÷òîáû ñîîòâåòñòâîâàòü ýòîìó.;;x
EVTOPTBHF20326;Tell me more about Charlemagne and the Emperors of old...;;;;;;;;;;;Ðàññêàæèòå ìíå áîëüøå î Êàðëå Âåëèêîì è äðåâíèõ èìïåðàòîðàõ...;;x
EVTOPTBHF20327;Let us talk about the details of these responsibilities...;;;;;;;;;;;Äàâàéòå ïîãîâîðèì îá ýòîì ïîäðîáíåå...;;x
EVTOPTBHF20328;I am sure [From.GetSheHe] will be able to handle it.;;;;;;;;;;;Óâåðåí[Root.GetEndA], [From.GetSheHe] ñàì[From.GetEndA] ñïðàâèòñÿ.;;x
EVTOPTBHF20329;You are not my tutor, we are equal!;;;;;;;;;;;Âû ìíå - íå ó÷èòåëü, ìû ðàâíû!;;x
EVTOPTBHF20337;I better not interfere.;;;;;;;;;;;Ëó÷øå íå âìåøèâàòüñÿ.;;x
EVTOPTBHF20342;[coronation_priest.GetSheHeCap] is the [coronation_priest.GetTitle] after all...;;;;;;;;;;;Íî, íàâåðíîå, â ýòîì ñóòü ðàáîòû ñâÿùåííîñëóæèòåëÿ...;;x
EVTOPTBHF20346;Begone, I do not know you.;;;;;;;;;;;Ïðîâàëèâàé, ÿ òåáÿ íå çíàþ.;;x
EVTOPTBHF20347;Can we not just be friends instead?;;;;;;;;;;;À ìû íå ìîæåì áûòü ïðîñòî äðóçüÿìè?;;x
EVTOPTBHF20350;Nah, I am not interested in that stuff.;;;;;;;;;;;Íó íåò... ß òàê íå ñìîãó.;;x
EVTOPTBHF20351;You are welcome, [coronation_scholar.GetTitledFirstName]!;;;;;;;;;;;Äîáðî ïîæàëîâàòü!;;x
EVTOPTBHF20352;I must be quiet and endure it.;;;;;;;;;;;Íå ñòîèò òàê îñòðî ðåàãèðîâàòü. ß âûøå ýòîãî.;;x
EVTOPTBHF20353;Well, I hate you too!;;;;;;;;;;;Ðàä[Root.GetEndA], ÷òî ñìîã[Root.GetNoneE] òåáå íàñîëèòü!;;x
EVTOPTBHF20355;This is terrible!;;;;;;;;;;;Ýòî óæàñíî!;;x
EVTOPTBHF20358;This is very rude of [coronation_priest.GetHerHim] to say.;;;;;;;;;;;Êàê ãðóáî ñ [coronation_priest.GetHersHis] ñòîðîíû.;;x
EVTOPTBHF20358_B;Pffh- I mean, do you require any assistance?;;;;;;;;;;;Íåóæåëè Âàì òðåáóåòñÿ ÷üÿ-òî ïîìîùü â ïðîâåäåíèè öåðåìîíèè?;;x
EVTOPTBHF20360;Why should I even care about ruling?;;;;;;;;;;;Ïî÷åìó ìåíÿ âîîáùå äîëæíî ýòî âîëíîâàòü?;;x
EVTOPTBHF20361;Nonsense!;;;;;;;;;;;×åïóõà!;;x
EVTOPTBHF20362;It is too late to point fingers now.;;;;;;;;;;;Ñåé÷àñ óæå ïîçäíî îá ýòîì äóìàòü.;;x
EVTOPTBHF20364;[coronation_priest.GetTitledFirstName] is clearly right.;;;;;;;;;;;[coronation_priest.GetTitledFirstName] íåñîìíåííî ïðàâ[coronation_priest.GetEndA];;x
EVTOPTBHF20371;What is [coronation_ruler.GetSheHe] doing?!;;;;;;;;;;;Êàêîãî ÷¸ðòà [coronation_ruler.GetSheHe] äåëàåò?!;;x
EVTOPTBHF20377;These accusation have no theological basis!;;;;;;;;;;;Èõ îáâèíåíèÿ íå èìåþò òåîëîãè÷åñêîãî áàçèñà!;;x
EVTOPTBHF20378;[From.GetSheHeCap] has enough troubling [From.GetHerHim] already...;;;;;;;;;;;Ó í[From.GetHersHis] è áåç ìåíÿ õâàòàåò ïðîáëåì...;;x
EVTOPTBHF20379;Dear, allow me to at least explain the issue clearly.;;;;;;;;;;;Äîðîã[From.GetAyaOy], ïîçâîëü ìíå ïðîÿñíèòü ýòîò âîïðîñ.;;x
EVTOPTBHF20382;Get away from me!;;;;;;;;;;;— Îòñòàíü îò ìåíÿ! Ïðåêðàòè!;;x
EVTOPTBHF20386;Maybe I should give [From.GetHerHim] some more time...;;;;;;;;;;;Ìîæåò, ÿ äàì [From.GetHerHim] åù¸ íåìíîãî âðåìåíè...;;x
EVTOPTBHF20388;The Lord cares not for riches.;;;;;;;;;;;Ãîñïîäà íå çàáîòÿò íàøè áîãàòñòâà.;;x
EVTOPTBHF20389;Meh, let the rabble have their fun...;;;;;;;;;;;Íó ïóñòü ÷åðíü ïîâåñåëèòñÿ...;;x
EVTOPTBHF20392;This is all incredibly unfair.;;;;;;;;;;;Ýòî íåñïðàâåäëèâî!;;x
EVTOPTBHF20394;I owe [Root.Liege.GetHerHim] nothing!;;;;;;;;;;;ß íè÷åãî [Root.Liege.GetHerHim] íå äîëæ[Root.GetNaEn]!;;x
EVTOPTBHF20396;I do not have time to waste with the likes of [From.GetHerHim].;;;;;;;;;;;Ó ìåíÿ íåò âðåìåíè íà òàêèõ, êàê [From.GetSheHe].;;x
EVTOPTBHF20399;I do not need to see it to know that it's there.;;;;;;;;;;;Ìíå íå íóæíî âèäåòü åãî, ÷òîáû çíàòü, ÷òî îí òàì åñòü.;;x
EVTOPTBHF20402;Give me back the crown immediately, [From.GetSonDaughter]!;;;;;;;;;;;— [From.GetFirstName], íåìåäëåííî âåðíè ìíå êîðîíó!;;x
