# Vanilla
alcohol_gift_decision;Send Alcohol Gift;;;;;;;;;;;Ïîäàðèòü [GetAlcoholContainerType] [From.GetAlcoholGEN];;x
convert_to_buddhism_desc;The Indian religions have so many traditions in common, and the people's beliefs are so mixed, that it is not impossible for a person to simply choose to convert from one of the religions to another. Such a choice may only be made once in a lifetime, however.;;;;;;;;;;;Ó èíäèéñêèõ ðåëèãèé òàê ìíîãî òðàäèöèé è òàêîå ñìåøåíèå ëþäñêèõ óáåæäåíèé, ÷òî íåâîçìîæíî ïðîñòî ïîìåíÿòü ðåëèãèþ. Òàêîé âûáîð ìîæíî ñäåëàòü ðàç â æèçíè.;;x
convert_to_hinduism;Convert to Hinduism;;;;;;;;;;;Êîíâåðòèðîâàòü â Èíäóèçì;;x
convert_to_hinduism_desc;The Indian religions have so many traditions in common, and the people's beliefs are so mixed, that it is not impossible for a person to simply choose to convert from one of the religions to another. Such a choice may only be made once in a lifetime, however.;;;;;;;;;;;Ó èíäèéñêèõ ðåëèãèé òàê ìíîãî òðàäèöèé è òàêîå ñìåøåíèå ëþäñêèõ óáåæäåíèé, ÷òî íåâîçìîæíî ïðîñòî ïîìåíÿòü ðåëèãèþ. Òàêîé âûáîð ìîæíî ñäåëàòü ðàç â æèçíè.;;x
convert_to_jainism;Convert to Jainism;;;;;;;;;;;Êîíâåðòèðîâàòü â Äæàèíèçì;;x
convert_to_jainism_desc;The Indian religions have so many traditions in common, and the people's beliefs are so mixed, that it is not impossible for a person to simply choose to convert from one of the religions to another. Such a choice may only be made once in a lifetime, however.;;;;;;;;;;;Ó èíäèéñêèõ ðåëèãèé òàê ìíîãî òðàäèöèé è òàêîå ñìåøåíèå ëþäñêèõ óáåæäåíèé, ÷òî íåâîçìîæíî ïðîñòî ïîìåíÿòü ðåëèãèþ. Òàêîé âûáîð ìîæíî ñäåëàòü ðàç â æèçíè.;;x
convert_to_local_culture;Convert to Local Culture ([Root.Capital.Culture.GetName]);;;;;;;;;;;Ïðèíÿòü [Root.Capital.GetCultureAdj]óþ êóëüòóðó;;x
convert_to_local_culture_desc;I catch myself thinking in the [Root.Capital.Culture.GetName] language all the time. I govern the [Root.Capital.Culture.GetName] people of [Root.Capital.GetName], but am I truly one of them?;;;;;;;;;;;ß ïîñòîÿííî ëîâëþ ñåáÿ íà òîì, ÷òî äóìàþ íà ìåñòíîì íàðå÷èè [Root.Capital.GetLangAdjective]îãî ÿçûêà. ß ïðàâëþ [Root.Capital.GetCultureAdj]èì íàðîäîì ãîðîäà [Root.Capital.GetName], íî äåéñòâèòåëüíî ëè ÿ êàê îíè?;;x
convert_to_local_religion;Convert to Local Religion ([Root.Capital.Religion.GetName]);;;;;;;;;;;Ïðèíÿòü [Root.Capital.GetReligionFullName];;x
convert_to_local_religion_desc;The §Y[Root.Capital.Religion.GetName]§! people in §Y[Root.Capital.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert and embrace the glory of §Y[Root.Capital.Religion.GetRandomGodName]§!...;;;;;;;;;;;Ëþäè, èñïîâåäóþùèå §Y[Root.Capital.GetReligionFullName]§! èç ãîðîäà §Y[Root.Capital.GetName]§! ïðîèçâåëè íà ìåíÿ âïå÷àòëåíèå ãëóáèíîé è ñòðàñòüþ ñâîåé âåðû. Ìíå õî÷åòñÿ ïðèíÿòü èõ âåðó è ïðèîáùèòüñÿ ê ñëàâå, êîòîðóþ äàðóåò íàì §Y[Root.Capital.Religion.GetHighGodName]§!.;;x
find_guru;Search for a Guru;;;;;;;;;;;Ïîèñêè Ãóðó;;x
find_guru_desc;Finding a wise guru and inviting him to your court would improve your prestige as well as give you the benefits of his sage advice.;;;;;;;;;;;Ïîèñê ìóäðîãî ãóðó è ïðèãëàøåíèå åãî ê Âàøåìó äâîðó óâåëè÷èò Âàø ïðåñòèæ è äàñò Âàì âûãîäó îò åãî ìóäðûõ ñîâåòîâ.;;x
hold_diwali_feast_buddhist;Hold Diwali Feast;;;;;;;;;;;Îðãàíèçîâàòü ïèð Äèâàëè;;x
hold_diwali_feast_buddhist_desc;Diwali is the traditional Indian harvest feast. It celebrates the triumph of light over darkness, good over evil and hope over despair.;;;;;;;;;;;Äèâàëè - òðàäèöèîííîå èíäèéñêîå ïèðøåñòâî. Íà í¸ì ïðàçäíóåòñÿ òðèóìô ñâåòà íàä òüìîé, äîáðà íàä çëîì è íàäåæäû íàä îò÷àÿíèåì.;;x
hold_diwali_feast_hindu;Hold Diwali Feast;;;;;;;;;;;Îðãàíèçîâàòü ïèð Äèâàëè;;x
hold_diwali_feast_hindu_desc;Diwali is the traditional Indian harvest feast. It celebrates the triumph of light over darkness, good over evil and hope over despair.;;;;;;;;;;;Äèâàëè - òðàäèöèîííîå èíäèéñêîå ïèðøåñòâî. Íà í¸ì ïðàçäíóåòñÿ òðèóìô ñâåòà íàä òüìîé, äîáðà íàä çëîì è íàäåæäû íàä îò÷àÿíèåì.;;x
hold_diwali_feast_jain;Hold Diwali Feast;;;;;;;;;;;Îðãàíèçîâàòü ïèð Äèâàëè;;x
hold_diwali_feast_jain_desc;Diwali is the traditional Indian harvest feast. It celebrates the triumph of light over darkness, good over evil and hope over despair. For Jains it is also a time to remember and honor Mahavira, the twenty-fourth Tirthankara.;;;;;;;;;;;Äèâàëè - òðàäèöèîííîå èíäèéñêîå ïèðøåñòâî. Íà í¸ì ïðàçäíóåòñÿ òðèóìô ñâåòà íàä òüìîé, äîáðà íàä çëîì è íàäåæäû íàä îò÷àÿíèåì. Äëÿ äæàéíîâ ýòî òàêæå âðåìÿ ïî÷òåíèÿ Ìàõàâèðû, äâàäöàòü ÷åòâ¸ðòîãî Òèðòõàíêàðû.;;x
hold_diwali_feast_kali_puja;Hold Kali Puja Feast;;;;;;;;;;;Îðãàíèçîâàòü ïèð Êàëè Ïóäæè;;x
hold_diwali_feast_kali_puja_desc;While most of India celebrates Diwali in autumn, the Kali Puja festival is celebrated in the goddess Kali's name by Hindus in parts of northeastern India, and anywhere by those who hold a special love for the goddess of Death, Time and Change.  Rituals in Kali's honor often involve things such as blood and skulls.;;;;;;;;;;;Ïîêà áîëüøèíñòâî Èíäèéöåâ îòìå÷àþò îñåíüþ ïèð Äèâàëè, ïðàçäíèê Êàëè Ïóäæè îòìå÷àåòñÿ âî èìÿ áîãèíè Êàëè èíäóñàìè â ñåâåðî-âîñòî÷íûõ ÷àñòÿõ Èíäèè, è âåçäå ãäå îñîáî ïî÷èòàåòñÿ áîãèíÿ ñìåðòè, âðåìåíè è ïåðåìåí. Ðèòóàëû â ÷åñòü Êàëè ÷àñòî âêëþ÷àþò â ñåáÿ òàêèå âåùè êàê ÷åðåïà è êðîâü.;;x
hold_tiger_hunt;Hold a Tiger Hunt;;;;;;;;;;;Îðãàíèçîâàòü îõîòó íà òèãðîâ;;x
hold_tiger_hunt_desc;Tiger hunting is not only a noble sport but also an occasion to meet your vassals to forge bonds of friendship and discuss important business.;;;;;;;;;;;Îõîòà íà òèãðîâ íå òîëüêî áëàãîðîäíà, íî è õîðîøàÿ ïðè÷èíà âñòðåòèòüñÿ ñî ñâîèìè âàññàëàìè äëÿ îáñóæäåíèÿ âàæíûõ äåë è íàëàæèâàíèÿ îòíîøåíèé.;;x
# Sons of Abraham
borrow_money_assassins;Borrow 300¤ from the Hashshashins;;;;;;;;;;;Çàíÿòü 300¤ ó õàøàøèíîâ;;x
borrow_money_assassins_desc;I can borrow money from the Hashshashins and pay back the same sum at any time. However, while I'm in their debt, the Grand Master can make various requests, like one of my sons joining their ranks.;;;;;;;;;;;ß ìîãó çàíÿòü äåíüãè ó Õàøàøèíîâ è âåðíóòü òó æå ñóììó â ëþáîé ìîìåíò. Îäíàêî ïîêà ÿ ó íèõ â äîëãó, Âåëèêèé ìàñòåð îðäåíà ìîæåò ïðîñèòü ìåíÿ îá îòâåòíûõ óñëóãàõ, íàïðèìåð, ÷òîáû îäèí èç ìîèõ ñûíîâåé ïîïîëíèë èõ ðÿäû.;;x
borrow_money_bektashi;Borrow 300¤ from the Bektashi;;;;;;;;;;;Çàíÿòü 300¤ ó îðäåíà Áåêòàøè;;x
borrow_money_bektashi_desc;I can borrow money from the Bektashi and pay back the same sum at any time. However, while I'm in their debt, the Grand Master can make various requests, like one of my sons joining their ranks.;;;;;;;;;;;ß ìîãó çàíÿòü äåíüãè ó îðäåíà Áåêòàøè è âåðíóòü òó æå ñóììó â ëþáîé ìîìåíò. Îäíàêî ïîêà ÿ ó íèõ â äîëãó, Âåëèêèé ìàãèñòð ìîæåò ïðîñèòü ìåíÿ îá îòâåòíûõ óñëóãàõ, íàïðèìåð, ÷òîáû îäèí èç ìîèõ ñûíîâåé ïîïîëíèë èõ ðÿäû.;;x
borrow_money_jews;Borrow 300¤ from [jewish.GetName] Merchants;;;;;;;;;;;Çàíÿòü 300¤ ó [GetJewsNameGENACC];;x
borrow_money_jews_desc;I can borrow 300¤ from [jewish.GetName] merchants and moneylenders living in the realm. [Root.JewishGoldInterests];;;;;;;;;;;ß ìîãó çàíÿòü 300¤ ó [_åâðåé]ñêèõ êóïöîâ è ðîñòîâùèêîâ, ïðîæèâàþùèõ â ñòðàíå. Ó÷èòûâàÿ ïðîöåíòû, ìíå ïðèä¸òñÿ âåðíóòü èì 350¤ â óäîáíîå äëÿ ìåíÿ âðåìÿ.;;x
borrow_money_knights_templar;Borrow 300¤ from the Templars;;;;;;;;;;;Çàíÿòü 300¤ ó òàìïëèåðîâ;;x
borrow_money_knights_templar_desc;I can borrow money from the Templars and pay back the same sum at any time. However, while I'm in their debt, the Grand Master can make various requests, like one of my sons joining their ranks.;;;;;;;;;;;ß ìîãó çàíÿòü äåíüãè ó Òàìïëèåðîâ è âåðíóòü òó æå ñóììó â ëþáîé ìîìåíò. Îäíàêî ïîêà ÿ ó íèõ â äîëãó, Âåëèêèé ìàãèñòð îðäåíà ìîæåò ïðîñèòü ìåíÿ îá îòâåòíûõ óñëóãàõ, íàïðèìåð, ÷òîáû îäèí èç ìîèõ ñûíîâåé ïîïîëíèë èõ ðÿäû.;;x
build_third_temple;Build the Third Temple;;;;;;;;;;;Ïîñòðîèòü Òðåòèé Õðàì;;x
build_third_temple_desc;The First and Second Holy Temples in Jerusalem were both destroyed by invading armies. Now that the city has finally been restored to Jewish rule, the time has come to begin construction of a Third Temple.;;;;;;;;;;;Ïåðâûé è Âòîðîé Õðàìû â Èåðóñàëèìå áûëè ðàçðóøåíû àðìèÿìè çàõâàò÷èêîâ. Òåïåðü, êîãäà ãîðîä, íàêîíåö, îáð¸ë èóäåéñêîãî ïðàâèòåëÿ, ïðèøëî âðåìÿ, ÷òîáû íà÷àòü ñòðîèòåëüñòâî Òðåòüåãî Õðàìà.;;x
celebrate_passover;Celebrate Passover;;;;;;;;;;;Îòïðàçäíîâàòü Ïåñàõ;;x
celebrate_passover_desc;Passover is celebrated every year to commemorate the liberation of the Israelite people from slavery in Egypt. Spend lavishly and invite your vassals to make this year's celebration one to be remembered!;;;;;;;;;;;Ïåñàõ îòìå÷àåòñÿ åæåãîäíî â ïàìÿòü îá îñâîáîæäåíèè íàðîäà Èçðàèëÿ èç åãèïåòñêîãî ðàáñòâà. Ïðîâåäèòå åãî áîãàòî è ïðèãëàñèòå âàññàëîâ, ÷òîáû ýòîò ïðàçäíèê çàïîìíèëñÿ íàäîëãî.;;x
christian_pilgrimage;Go on a Pilgrimage;;;;;;;;;;;Îòïðàâèòüñÿ â ïàëîìíè÷åñòâî;;x
christian_pilgrimage_desc;Some faithful Christians choose to make a great pilgrimage at some point in their lives. The devout pilgrim is prepared to travel long distances in order to visit the holiest places of the faith.;;;;;;;;;;;Íåêîòîðûå ïðàâîâåðíûå õðèñòèàíå ðåøàþò ñîâåðøèòü ïàëîìíè÷åñòâî â îïðåäåë¸ííûé ìîìåíò ñâîåé æèçíè. Íàáîæíûå ïàëîìíèêè ãîòîâû ïðåîäîëåâàòü çíà÷èòåëüíûå ðàññòîÿíèÿ, ÷òîáû ïîñåòèòü ñâÿòûå ìåñòà.;;x
create_fraticelli_papacy;Create the Fraticelli Papacy;;;;;;;;;;;Ñîçäàòü ïàïñòâî Ôðàòè÷åëëè;;x
create_fraticelli_papacy_desc;If I am pious enough and control Rome, I can create a Fraticelli Pope to serve as the head of the faith in opposition to the vile Catholic Pope.;;;;;;;;;;;Èìåÿ äîñòàòî÷íî áëàãî÷åñòèÿ è êîíòðîëèðóÿ Ðèì, ÿ ìîãó ïîñòàâèòü Ïàïó Ôðàòè÷åëëè, ÷òîáû îí ñìîã âîçãëàâèòü îïïîçèöèþ ìåðçêîìó êàòîëè÷åñêîìó Ïàïå.;;x
create_iconoclast_patriarchy;Create the Iconoclast Patriarchate;;;;;;;;;;;Ñîçäàòü Èêîíîáîð÷åñêèé ïàòðèàðõàò;;x
create_iconoclast_patriarchy_desc;If I am pious enough and control Constantinople, I can create an Iconoclast Ecumenical Patriarch to serve as the head of the faith in opposition to the deluded icon worshipping Patriarch.;;;;;;;;;;;Èìåÿ äîñòàòî÷íî áëàãî÷åñòèÿ è êîíòðîëèðóÿ Êîíñòàíòèíîïîëü, ÿ ìîãó ïîñòàâèòü Èêîíîáîð÷åñêîãî Âñåëåíñêîãî ïàòðèàðõà, ÷òîáû îí ñìîã âîçãëàâèòü îïïîçèöèþ çàáëóæäàþùåìóñÿ ïàòðèàðõó-èêîíîïîêëîííèêó.;;x
create_israel;Create Israel;;;;;;;;;;;Ñîçäàòü Èçðàèëü;;x
create_israel_desc;It is time for the Children of Israel to found a new United Monarchy built around Jerusalem and the Promised Land, so that Jews may once more live together in peace and harmony.;;;;;;;;;;;Ïðèøëî âðåìÿ ñûíàì Èçðàèëÿ îñíîâàòü íîâîå Öàðñòâî âîêðóã Èåðóñàëèìà â Çåìëå Îáåòîâàííîé, ÷òîáû èóäåè ñìîãëè íàêîíåö ñíîâà æèòü âìåñòå â ìèðå è ãàðìîíèè.;;x
donate_money_to_assassins;Donate 300¤ to the Hashshashins;;;;;;;;;;;Ïîæåðòâîâàòü 300¤ õàøàøèíàì;;x
donate_money_to_assassins_desc;Donate money to the Hashshashins in exchange for [Player.Religion.GetPietyName].;;;;;;;;;;;Ïåðåäàòü äåíüãè àññàñèíàì â îáìåí íà áëàãî÷åñòèå.;;x
donate_money_to_bektashi;Donate 300¤ to the Bektashi;;;;;;;;;;;Ïîæåðòâîâàòü 300¤ Áåêòàøè;;x
donate_money_to_bektashi_desc;Donate money to the Bektashi in exchange for [Player.Religion.GetPietyName].;;;;;;;;;;;Ïåðåäàòü äåíüãè ñóôèéñêîìó îðäåíó Áåêòàøè â îáìåí íà áëàãî÷åñòèå.;;x
donate_money_to_chosen_perkunas;Donate 300¤ to the Chosen of Perkunas;;;;;;;;;;;Ïîæåðòâîâàòü 300¤ Èçáðàííèêàì Ïåðêóíàñà;;x
donate_money_to_chosen_perkunas_desc;I can donate money to the Chosen of Perkunas in exchange for [Player.Religion.GetPietyName] and lifelong respect from the Priesthood.;;;;;;;;;;;ß ìîãó ïåðåäàòü äåíüãè Èçáðàííèêàì Ïåðêóíàñà â îáìåí íà áëàãî÷åñòèå è ïîæèçíåííîå óâàæåíèå ñî ñòîðîíû æðåöîâ.;;x
donate_money_to_holy_sepulchre;Donate 300¤ to the Holy Sepulchre;;;;;;;;;;;Ïîæåðòâîâàòü 300¤ áðàòñòâó Ãðîáà;;x
donate_money_to_holy_sepulchre_desc;Donate money to the Brotherhood of the Holy Sepulchre in exchange for Piety and lifelong respect from the [Root.Religion.GetName] Church.;;;;;;;;;;;Ïåðåäàòü äåíüãè áðàòñòâó Ñâÿòîãî Ãðîáà Ãîñïîäíÿ â îáìåí íà áëàãî÷åñòèå è ïîæèçíåííîå óâàæåíèå, êîòîðûì íàãðàäèò ìåíÿ [Root.GetReligionFullName] â ëèöå åãî Öåðêâè.;;x
donate_money_to_huitzilopochtli;Donate 300¤ to the Cult of Huitzilopochtli;;;;;;;;;;;Ïîæåðòâîâàòü 300¤ Óèöèëîïî÷òëè;;x
donate_money_to_huitzilopochtli_desc;I can donate money to the Cult of Huitzilopochtli in exchange for [Player.Religion.GetPietyName] and lifelong respect from the Priesthood.;;;;;;;;;;;ß ìîãó ïåðåäàòü äåíüãè Êóëüòó Óèöèëîïî÷òëè â îáìåí íà áëàãî÷åñòèå è ïîæèçíåííîå óâàæåíèå ñî ñòîðîíû æðåöîâ.;;x
donate_money_to_jomsvikings;Donate 300¤ to the Jomsvikings;;;;;;;;;;;Ïîæåðòâîâàòü 300¤ éîìñâèêèíãàì;;x
donate_money_to_jomsvikings_desc;I can donate money to the Jomsvikings in exchange for [Player.Religion.GetPietyName] and lifelong respect from the priesthood.;;;;;;;;;;;ß ìîãó ïåðåäàòü äåíüãè Éîìñâèêèíãàì â îáìåí íà áëàãî÷åñòèå è ïîæèçíåííîå óâàæåíèå ñî ñòîðîíû æðåöîâ.;;x
donate_money_to_knights_calatrava;Donate 300¤ to the Calatrava Knights;;;;;;;;;;;Ïîæåðòâîâàòü 300¤ Ðûöàðÿì Êàëàòðàâû;;x
donate_money_to_knights_calatrava_desc;Donate money to the Knights of Calatrava in exchange for Piety and lifelong respect from the [Root.Religion.GetName] Church.;;;;;;;;;;;Ïåðåäàòü äåíüãè Ðûöàðÿì Êàëàòðàâû â îáìåí íà áëàãî÷åñòèå è ïîæèçíåííîå óâàæåíèå, êîòîðûì íàãðàäèò ìåíÿ [Root.GetReligionFullName] â ëèöå åãî Öåðêâè.;;x
donate_money_to_knights_hospitaller;Donate 300¤ to the Hospitallers;;;;;;;;;;;Ïîæåðòâîâàòü 300¤ ãîñïèòàëüåðàì;;x
donate_money_to_knights_hospitaller_desc;Donate money to the Knights Hospitaller in exchange for Piety and lifelong respect from the [Root.Religion.GetName] Church.;;;;;;;;;;;Ïåðåäàòü äåíüãè Ðûöàðÿì Áåëîãî Êðåñòà â îáìåí íà áëàãî÷åñòèå è ïîæèçíåííîå óâàæåíèå, êîòîðûì íàãðàäèò ìåíÿ [Root.GetReligionFullName] â ëèöå åãî Öåðêâè.;;x
