ABANDON_AMBITION_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§! ended [Recipient.GetPossPronoun] plot to [Recipient.GetPlot].;;;;;;;;;;;§Y[Recipient.GetBestName]§W ïðåêðàòèë[Recipient.GetEndA] ñâîé çàãîâîð: §Y[Recipient.GetPlot]§W.;;x
SEND_ASSASSIN_INTERACTION_LONG_DESC;Assassination is a convenient way of removing a troublesome character for good. However, the risk of discovery should be carefully weighed against the potential benefits - the dishonor is not soon forgotten...;;;;;;;;;;;Óáèéñòâî - î÷åíü óäîáíûé ñïîñîá íàâñåãäà ðàñïðîùàòüñÿ íåóãîäíûìè. Íî ïîìíèòå î ðèñêå ðàñêðûòèÿ ëè÷íîñòè çàêàç÷èêà è òùàòåëüíî âçâåøèâàéòå ïëþñû è ìèíóñû - òàêîå áåñ÷åñòèå íåñêîðî çàáóäóò.;;x
SEND_ASSASSIN_INTERACTION_TITLE;Assassinate;;;;;;;;;;;Óáèòü;;x
SEND_GIFT_INTERACTION_0;Send a gift of §Y$COST$§!¤ to §Y[Recipient.GetBestName]§!, increasing [Recipient.GetPossPronoun] opinion of you by §G$OPINION$§!.;;;;;;;;;;;Ïîñëàòü ïîäàðîê ñòîèìîñòüþ §Y$COST$§W¤, êîòîðûé ïîëó÷èò §Y[Recipient.GetBestName]§!, ÷òî óëó÷øèò [Recipient.GetAbsPossPronoun] ìíåíèå î Âàñ íà §G$OPINION$§!.;;x
SEND_GIFT_INTERACTION_1;Piety from Church gift: §G$PIETY$§!.;;;;;;;;;;;Áëàãî÷åñòèå îò ïîäàðêà ïðåäñòàâèòåëþ äóõîâåíñòâà: §G$PIETY$§!.;;x
SEND_GIFT_INTERACTION_2;Send a gift of §Y$COST$§!¤ to §Y[Recipient.GetBestName]§!. §RThis will not increase [Recipient.GetPossPronoun] opinion of you further.§!;;;;;;;;;;;Ïîñëàòü §Y$COST$§W¤ â ïîäàðîê, ïîëó÷àòåëü: §Y[Recipient.GetBestName]§!. §RÝòî íå óëó÷øèò [Recipient.GetHersHis] ìíåíèå î Âàñ.§!;;x
SEND_GIFT_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§! has received a gift from §Y[Actor.GetBestName]§!;;;;;;;;;;;§Y[Recipient.GetBestName]§W ïîëó÷èë[Recipient.GetEndA] ïîäàðîê, êîòîðûé îòïðàâèë[Actor.GetEndA] [Recipient.GetHerHim] §Y[Actor.GetBestName]§W;;x
SEND_GIFT_INTERACTION_ACCEPT_SETUP;Gift Accepted;;;;;;;;;;;Äàð ïðèíÿò;;x
SEND_GIFT_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§! has declined a gift from §Y[Actor.GetBestName]§!;;;;;;;;;;;§Y[Recipient.GetBestName]§W íå ïðèíÿë[Recipient.GetEndA] ïîäàðîê, êîòîðûé îòïðàâèë[Actor.GetEndA] [Recipient.GetHerHim] §Y[Actor.GetBestName]§W;;x
SEND_GIFT_INTERACTION_DECLINE_SETUP;Gift Declined;;;;;;;;;;;Äàð îòêëîí¸í;;x
SEND_GIFT_INTERACTION_DESC;Send a gift of §Y$COST$§!¤ to §Y[Recipient.GetBestName]§!.\nThis will improve our relationship.;;;;;;;;;;;Ïîñëàòü ïîäàðîê ñòîèìîñòüþ §Y$COST$§W¤, êîòîðûé ïîëó÷èò §Y[Recipient.GetBestName]§!.\nÝòî óëó÷øèò íàøè îòíîøåíèÿ.;;x
SEND_GIFT_INTERACTION_LETTER;Please accept this humble gift of §Y$COST$§!.;;;;;;;;;;;Ïðîøó Âàñ ïðèíÿòü ñåé ñêðîìíûé äàð - §Y$COST$§W¤;;x
SEND_GIFT_INTERACTION_LONG_DESC;Sending an expensive gift to characters will improve their opinion of you by an amount depending on your State Diplomacy and their greed. Characters in your realm will not be quite as appreciative of gifts as outsiders.;;;;;;;;;;;Öåííûé äàð ïåðñîíàæó óëó÷øèò åãî ìíåíèå î Âàñ íà âåëè÷èíó çàâèñÿùóþ îò Âàøåãî íàâûêà äèïëîìàòèè è åãî æàäíîñòè. Ïåðñîíàæè èç Âàøåãî ãîñóäàðñòâà áóäóò öåíèòü äàðû íå ñòîëü âûñîêî, êàê èíîçåìöû;;x
SEND_GIFT_INTERACTION_OFFER;[Actor.GetBestName] has presented a gift of §Y$COST$§! to us!;;;;;;;;;;;[Actor.GetBestName] äàðèò íàì §Y$COST$§W¤;;x
SEND_GIFT_INTERACTION_TITLE;Send Gift;;;;;;;;;;;Ïîñëàòü ïîäàðîê;;x
SETTLE_ADVENTURER_INTERACTION_0;Select a title to grant to §Y[Recipient.GetTitledFirstName]§!.;;;;;;;;;;;Âûáðàòü òèòóë, êîòîðûé ïîëó÷èò §Y[Recipient.GetTitledFirstName]§W.;;x
SETTLE_ADVENTURER_INTERACTION_1;Grant the §Y[ThirdPartyTitle.GetFullName]§! to §Y[Recipient.GetTitledFirstName]§!, increasing [Recipient.GetPossPronoun] opinion of you by §G$OPINION$§!.;;;;;;;;;;;§Y[Recipient.GetTitledFirstName]§W ïîëó÷èò çåìåëüíûé òèòóë §Y[ThirdPartyTitle.GetFullName]§W, ýòî óëó÷øèò [Recipient.GetAbsPossPronoun] ìíåíèå î Âàñ íà §G$OPINION$§W.;;x
SETTLE_ADVENTURER_INTERACTION_2;The capital will change from §Y$CURRENT$§! to §Y$NEW$§!.;;;;;;;;;;;Ñòîëèöà §Y$CURRENT$§W áóäåò ïåðåìåùåíà â íîâîå ìåñòî - §Y$NEW$§W.;;x
SETTLE_ADVENTURER_INTERACTION_3;Vassals going with the grant: ;;;;;;;;;;;Âàññàëû, êîòîðûå îòîéäóò âìåñòå ñ òèòóëîì: ;;x
SETTLE_ADVENTURER_INTERACTION_4;[Player.Religion.GetPietyName] from temple grant: §G$PIETY$§!.;;;;;;;;;;;[Player.Religion.GetPietyName] îò äàðåíèÿ õðàìà: §G$PIETY$§!.;;x
SETTLE_ADVENTURER_INTERACTION_5;§RMaking [Recipient.GetObjectPronoun] a $TITLE$ will disqualify [Recipient.GetObjectPronoun] from the succession!§!;;;;;;;;;;;§RÒèòóë $TITLE$ ïîäðàçóìåâàåò èñêëþ÷åíèå èç ëèíèè íàñëåäîâàíèÿ!§!;;x
SETTLE_ADVENTURER_INTERACTION_6;Grant the §Y[ThirdPartyTitle.GetFullName]§! and all titles under it to §Y[Recipient.GetTitledFirstName]§!, increasing [Recipient.GetPossPronoun] opinion of you by §G$OPINION$§!.;;;;;;;;;;;§Y[Recipient.GetTitledFirstName]§W óëó÷øèò ñâî¸ ìíåíèå î Âàñ íà §G$OPINION$§W, èáî §Y[ThirdPartyTitle.GetFullName]§W è âñå íèæåñòîÿùèå òèòóëû ýòîé çåìëè áóäóò äàðîâàíû [Recipient.GetHerHim].;;x
SETTLE_ADVENTURER_INTERACTION_7;Decadence lost from grant to dynasty member: §G$DECADENCE$%§! (the effect is relative to the dynasty's current Decadence.);;;;;;;;;;;Äàðîâàíèå òèòóëà ÷ëåíó äèíàñòèè ñíèçèò å¸ óïàäîê íà §G$DECADENCE$%§! (ýôôåêò ïðîïîðöèîíàëåí òåêóùåìó óðîâíþ óïàäêà äèíàñòèè).;;x
SETTLE_ADVENTURER_INTERACTION_9;Settling an adventurer will significantly reduce the risk of further raid attempts against you for a long time.;;;;;;;;;;;Àâàíòþðèñò îñÿäåò íà ñâîèõ íîâûõ çåìëÿõ. Ýòî ñóùåñòâåííî ñíèçèò ðèñê áóäóùèõ íàáåãîâ ïðîòèâ Âàñ íà äîëãîå âðåìÿ.;;x
SETTLE_ADVENTURER_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! settled the adventurer §Y[Recipient.GetBestName]§! by giving [Recipient.GetHerHim] the [ThirdPartyTitle.GetFullName].;;;;;;;;;;;§Y[Actor.GetBestName]§W ïîñåëèë[Actor.GetEndA] àâàíòþðèñò[Recipient.GetKuA], èçâåñòí[Recipient.GetUyuOgo] êàê §Y[Recipient.GetBestName]§W, äàðîâàâ [Recipient.GetHerHim] òèòóë, à çíà÷èò [ThirdPartyTitle.GetAdjective]ñêèå çåìëè.;;x
SETTLE_ADVENTURER_INTERACTION_ACCEPT_SETUP;Offer to Settle Adventurer Accepted;;;;;;;;;;;Àâàíòþðèñò ñîãëàñèëñÿ ïîñåëèòüñÿ;;x
SETTLE_ADVENTURER_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§! refused §Y[Actor.GetBestName]§!'s offer to settle in [Actor.GetHerHis] lands.;;;;;;;;;;;§Y[Recipient.GetBestName]§W îòêàçà[Recipient.GetLasLsya] ïîñåëèòüñÿ â çåìëÿõ, êîòîðûå [Recipient.GetHerHim] ïðåäëîæèë[Actor.GetEndA] §Y[Actor.GetBestName]§W.;;x
SETTLE_ADVENTURER_INTERACTION_DECLINE_SETUP;Offer to Settle Adventurer Declined;;;;;;;;;;;Àâàíòþðèñò îòêàçàëñÿ ïîñåëèòüñÿ;;x
SETTLE_ADVENTURER_INTERACTION_DESC;Grant a landed title and settle the adventurer;;;;;;;;;;;Ïîæàëîâàòü çåìåëüíûé òèòóë àâàíòþðèñòó, òåì ñàìûì ïðèâÿçàâ åãî ê çåìëå.;;x
SETTLE_ADVENTURER_INTERACTION_LETTER;We offer you the landed title of [ThirdPartyTitle.GetFullName] in exchange for your protection against future raids in this area.;;;;;;;;;;;Ìû ïðåäëàãàåì Âàì çåìåëüíûé òèòóë [ThirdPartyTitle.GetFullName] â îáìåí íà çàùèòó îò ðàçáîéíûõ íàë¸òîâ íà ýòó òåððèòîðèþ.;;x
SETTLE_ADVENTURER_INTERACTION_LONG_DESC;Grant one of your landed titles to settle an adventurer. This will significantly improve their opinion of you. Settling an adventurer will stop them from raiding you, and the adventurer will also prevent other raiders from attacking for a long time.;;;;;;;;;;;Äàðîâàòü îäèí èç Âàøèõ çåìåëüíûõ òèòóëîâ àâàíòþðèñòó. Ýòî ñóùåñòâåííî óëó÷øèò åãî ìíåíèå î Âàñ, ëèøèò ìîòèâà íàïàäàòü íà Âàñ, à òàêæå íà êàêîå-òî âðåìÿ áóäåò îòïóãèâàòü äðóãèõ íàë¸ò÷èêîâ.;;x
SETTLE_ADVENTURER_INTERACTION_OFFER;[Actor.GetBestName] wants to offer us the landed title of [ThirdPartyTitle.GetFullName] in exchange for our protection.;;;;;;;;;;;[Actor.GetBestName] ïðåäëàãàåò íàì çåìåëüíûé òèòóë [ThirdPartyTitle.GetFullName] â îáìåí íà íàøó çàùèòó.;;x
SETTLE_ADVENTURER_INTERACTION_TITLE;Settle Adventurer;;;;;;;;;;;Ïîñåëèòü àâàíòþðèñòà;;x
SETTLE_FEUD_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! Settled the Feud with the [Recipient.Clan.GetName].;;;;;;;;;;;§Y[Actor.GetBestName]§W è [Recipient.Clan.GetName] çàáûëè î âðàæäå.;;x
SETTLE_FEUD_INTERACTION_ACCEPT_SETUP;Feud Settled;;;;;;;;;;;Âðàæäà çàáûòà;;x
SETTLE_FEUD_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§! refused to Settle the Feud with the [Actor.Clan.GetName].;;;;;;;;;;;§Y[Recipient.GetBestName]§W íå õî÷åò çàáûâàòü î âðàæäå ñ êëàíîì [Actor.Clan.GetName].;;x
SETTLE_FEUD_INTERACTION_DECLINE_SETUP;Settle Feud Offer Declined;;;;;;;;;;;Â ïðåäëîæåíèè çàáûòü î âðàæäå îòêàçàíî;;x
SETTLE_FEUD_INTERACTION_DESC;Offer to reconcile and end our feud with the [Recipient.Clan.GetName]. This will cost us §R$COST$§!¤.;;;;;;;;;;;Ïðåäëîæèòü ìèð è îêîí÷àíèå âðàæäû ñ êëàíîì [Recipient.Clan.GetName]. Ýòî áóäåò ñòîèòü íàì §R$COST$§!¤.;;x
SETTLE_FEUD_INTERACTION_LETTER;[Actor.GetBestName] has sent a messenger bringing luxurious gifts in hopes that these extravagencies shall make me forget the conflict between the [Actor.Clan.GetName] and the [Recipient.Clan.GetName].;;;;;;;;;;;[Actor.GetBestName] øë¸ò ãîíöà ñ öåííûìè äàðàìè â íàäåæäå, ÷òî ýòî ïîìîæåò íàì çàáûòü î âðàæäå, è êëàíû [Actor.Clan.GetName] è [Recipient.Clan.GetName] çàæèâóò â ìèðå äðóã ñ äðóãîì.;;x
SETTLE_FEUD_INTERACTION_LONG_DESC;Offer to reconcile with the [Recipient.Clan.GetName] by paying them a significant amount of money - blood money...;;;;;;;;;;;Ïðåäëîæèòü ìèð è îêîí÷àíèå âðàæäû ñ êëàíîì [Recipient.Clan.GetName], çàïëàòèâ èì ñóùåñòâåííóþ ñóììó äåíåã - êðîâàâûõ äåíåã...;;x
SETTLE_FEUD_INTERACTION_TITLE;Settle Feud;;;;;;;;;;;Çàáûòü î âðàæäå;;x
SPLIT_CLAN_INTERACTION_0;Split the §Y[Recipient.Clan.GetName]§! and give §Y$TITLE$§! to a new Clan.;;;;;;;;;;;Ðàçäåëèòü êëàí §Y[Recipient.Clan.GetName]§! è òåì ñàìûì äàðîâàòü òèòóë §Y$TITLE$§! íîâîìó êëàíó.;;x
SPLIT_CLAN_INTERACTION_1;This will lower §Y[Recipient.GetTitledFirstName]§!'s Clan Sentiment of you by §R$VAL$§!.;;;;;;;;;;;Ýòî óõóäøèò §Yíàñòðîåíèå§! êëàíà §Y[Recipient.GetTitledFirstName]§! ïî îòíîøåíèþ ê Âàøåìó íà §R$VAL$§!.;;x
SPLIT_CLAN_INTERACTION_2;[Recipient.GetHerHis] Blood Brother §Y$BLOOD_BROTHER$§!'s Clan Sentiment towards you will also be lowered by §R$VAL$§!.;;;;;;;;;;;Êëàí [Recipient.GetHersHis] êðîâíîãî áðàòà, èçâåñòíîãî êàê §Y$BLOOD_BROTHER$§!, óõóäøèò ñâî¸ §Yíàñòðîåíèå§! ïî îòíîøåíèþ ê Âàøåìó íà §R$VAL$§!.;;x
SPLIT_CLAN_INTERACTION_3;All clan vassals will become upset as there is already enough clans in the realm, decreasing their Sentiment towards you by §R$VAL$§!.;;;;;;;;;;;Âàññàëüíûå êëàíû áóäóò íåäîâîëüíû ðîñòîì ÷èñëà êîíêóðåíòîâ è óõóäøàò ñâî¸ §Yíàñòðîåíèå§! ïî îòíîøåíèþ ê Âàøåìó êëàíó íà §R$VAL$§!.;;x
SPLIT_CLAN_INTERACTION_4;Other clan vassals will not mind, as they do not think there are too many clans in the realm.;;;;;;;;;;;Âàññàëüíûå êëàíû íå ñòàíóò âîçðàæàòü, ïîñ÷èòàâ, ÷òî â íàøåé ñòðàíå íå òàê óæ ìíîãî êëàíîâ.;;x
SPLIT_CLAN_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! splitted the §Y[Recipient.Clan.GetName]§! clan.;;;;;;;;;;;§Y[Actor.GetBestName]§! ðàçäåëèë[Actor.GetEndA] êëàí §Y[Recipient.Clan.GetName]§!.;;x
SPLIT_CLAN_INTERACTION_ACCEPT_SETUP;Clan Splitted;;;;;;;;;;;Êëàí ðàçäåë¸í;;x
SPLIT_CLAN_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§! refused the splitting of the §Y[Recipient.Clan.GetName]§! clan, requested by §Y[Actor.GetBestName]§!;;;;;;;;;;;§Y[Recipient.GetBestName]§! îòêàçà[Recipient.GetLasLsya] äåëèòü êëàí §Y[Recipient.Clan.GetName]§!, íåñìîòðÿ íà òî, ÷òî §Y[Actor.GetBestName]§! òðåáóåò ýòîãî.;;x
SPLIT_CLAN_INTERACTION_DECLINE_SETUP;Clan Splitting Refused;;;;;;;;;;;Â ðàçäåëåíèè êëàíà îòêàçàíî;;x
SPLIT_CLAN_INTERACTION_DESC;Split the §Y[Recipient.Clan.GetName]§!.;;;;;;;;;;;Ðàçäåëèòü êëàí §Y[Recipient.Clan.GetName]§!.;;x
SPLIT_CLAN_INTERACTION_LETTER;I have decided to revoke the lands of [ThirdPartyTitle.GetFullName] and give it to a new clan. Failure to hand it over peacefully will lead to war.;;;;;;;;;;;ß îáúÿâëÿþ î ñâî¸ì ðåøåíèè çàáðàòü çåìëè, êîòîðûå èçâåñòíû Âàì êàê [ThirdPartyTitle.GetFullName] è ïåðåäàòü èõ íîâîìó êëàíó. Îòêàç ñ Âàøåé ñòîðîíû ñäåëàòü ýòî äîáðîâîëüíî ïðèâåä¸ò ê âîéíå.;;x
SPLIT_CLAN_INTERACTION_LONG_DESC;Splitting Clans is a good way to keep your Clan vassals weak. Creating too many Clans however will make them upset about the competition. The new Clan will appreciate the power given to them and be loyal to you, for a while..;;;;;;;;;;;Ðàçäåëåíèå êëàíîâ - õîðîøèé ñïîñîá ñîõðàíÿòü Âàøè âàññàëüíûå êëàíû ñëàáûìè. Òåì íå ìåíåå, ñëèøêîì áîëüøîå ÷èñëî êëàíîâ ñäåëàåò èõ íåäîâîëüíûìè èç-çà ïîòðåáíîñòè âî âëàñòè è ðåñóðñàõ. Çà Âàøó ùåäðîñòü íîâûé êëàí áóäåò áëàãîäàðåí è ëîÿëåí ê Âàì, íà êàêîå-òî âðåìÿ...;;x
SPLIT_CLAN_INTERACTION_TITLE;Split Clan;;;;;;;;;;;Ðàçäåëèòü êëàí;;x
STOP_BACKING_AMBITION_INTERACTION_0;Ask that §Y[Recipient.GetBestName]§! stop backing a plot.;;;;;;;;;;;Îòïðàâèòü ïðîøåíèå. Åñëè §Y[Recipient.GetBestName]§W ñîãëàñèòñÿ ñ íèì, òî ïðåêðàòèò ñâîé çàãîâîð.;;x
STOP_BACKING_AMBITION_INTERACTION_1;Ask that §Y[Recipient.GetTitledFirstName]§! stop backing §Y[ThirdPartyCharacter.GetTitledFirstName]'s§! plot to §Y$PLOT_NAME$§!.;;;;;;;;;;;Îòïðàâèòü ïðîøåíèå. Åñëè §Y[Recipient.GetTitledFirstName]§! ñîãëàñèòñÿ ñ íèì, ïðåêðàòèò ñâî¸ ó÷àñòèå â çàãîâîðå §Y$PLOT_NAME$§!, îðãàíèçàòîð êîòîðîãî - §Y[ThirdPartyCharacter.GetTitledFirstName]§!.;;x
STOP_BACKING_AMBITION_INTERACTION_2;If [Recipient.GetSubjectPronoun] refuses, we have a reason to imprison [Recipient.GetObjectPronoun].;;;;;;;;;;;Åñëè [Recipient.GetSheHe] îòâåòèò îòêàçîì, ó íàñ áóäåò ïîâîä çàòî÷èòü [Recipient.GetHersHis] â òåìíèöó.;;x
STOP_BACKING_AMBITION_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§! abandoned §Y[ThirdPartyCharacter.GetBestName]'s§! plot to [ThirdPartyCharacter.GetPlot].;;;;;;;;;;;"§Y[Recipient.GetBestName]§W ñîãëàñè[Recipient.GetLasLsya] ïîêèíóòü çàãîâîð ""[ThirdPartyCharacter.GetPlot]"", êîòîðûé âîçãëàâëÿåò §Y[ThirdPartyCharacter.GetBestName]§W.";;x
STOP_BACKING_AMBITION_INTERACTION_ACCEPT_SETUP;Plot Withdrawal Accepted;;;;;;;;;;;Ó÷àñòíèê âûøåë èç çàãîâîðà;;x
STOP_BACKING_AMBITION_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§! refused to abandon §Y[ThirdPartyCharacter.GetBestName]'s§! plot to [ThirdPartyCharacter.GetPlot].;;;;;;;;;;;"§Y[Recipient.GetBestName]§W îòêàçà[Recipient.GetLasLsya] ïîêèíóòü çàãîâîð ""[ThirdPartyCharacter.GetPlot]"", êîòîðûé âîçãëàâëÿåò §Y[ThirdPartyCharacter.GetBestName]§W.";;x
STOP_BACKING_AMBITION_INTERACTION_DECLINE_SETUP;Plot Withdrawal Declined;;;;;;;;;;;Ó÷àñòíèê îòêàçàëñÿ ïîêèíóòü çàãîâîð;;x
STOP_BACKING_AMBITION_INTERACTION_DESC;Ask that a character stop backing a plot;;;;;;;;;;;Ïîïðîñèòü ó÷àñòíèêà çàãîâîðà ïðåêðàòèòü åãî ïîääåðæêó;;x
STOP_BACKING_AMBITION_INTERACTION_LETTER;I am aware of your involvement in [ThirdPartyCharacter.GetBestName]'s plot to [ThirdPartyCharacter.GetPlot], and feel that it would be in your best interest to abandon that mad scheme.;;;;;;;;;;;"ß çíàþ î Âàøåì ó÷àñòèè â çàãîâîðå ""[ThirdPartyCharacter.GetPlot]"", êîòîðûé âîçãëàâëÿåò [ThirdPartyCharacter.GetBestName], è ñ÷èòàþ, ÷òî â Âàøèõ èíòåðåñàõ ïðåêðàòèòü ó÷àñòèå â ïîäîáíûõ ñóìàñøåäøèõ ïëàíàõ.";;x
STOP_BACKING_AMBITION_INTERACTION_LONG_DESC;We can diplomatically ask conspirators to abandon a known plot.;;;;;;;;;;;Ìû ìîæåì ïîïðîñèòü ó÷àñòíèêà çàãîâîðà ïîêèíóòü åãî, òàê êàê ýòî áîëüøå íå ÿâëÿåòñÿ òàéíîé.;;x
STOP_BACKING_AMBITION_INTERACTION_OFFER;[Actor.GetBestName] asks that we stop backing [ThirdPartyCharacter.GetBestName]'s plot to [ThirdPartyCharacter.GetPlot].;;;;;;;;;;;"[Actor.GetBestName] ïðîñèò Âàñ ïðåêðàòèòü ïîääåðæêó çàãîâîðà ""[ThirdPartyCharacter.GetPlot]"", êîòîðûé âîçãëàâëÿåò [ThirdPartyCharacter.GetBestName].";;x
STOP_BACKING_AMBITION_INTERACTION_TITLE;Stop Backing Plot;;;;;;;;;;;Âûéòè èç çàãîâîðà;;x
STOP_ENFORCE_PEACE_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! called in a §YFavor§! from §Y[Recipient.GetBestName]§! to stop §YRealm Peace§! from being enforced.;;;;;;;;;;;§Y[Actor.GetBestName]§! íàïîìíèë[Actor.GetEndA], ÷òî §Y[Recipient.GetBestName]§! ó í[Actor.GetHersHis] â äîëãó è â êà÷åñòâå §Yîäîëæåíèÿ§! âûíóäèë[Actor.GetEndA] [Recipient.GetHersHis] îòêàçàòüñÿ îò ïðèíÿòèÿ §Yìèðà âíóòðè ñòðàíû§!.;;x
STOP_ENFORCE_PEACE_INTERACTION_ACCEPT_SETUP;Request to stop Enforce Peace accepted;;;;;;;;;;;Ïðîñüáà ïðåêðàòèòü çàìèðåíèå óäîâëåòâîðåíà;;x
STOP_ENFORCE_PEACE_INTERACTION_DECLINE_SETUP;Request to stop Enforce Peace denied;;;;;;;;;;;Ïðîñüáà ïðåêðàòèòü çàìèðåíèå îòêëîíåíà;;x
STOP_ENFORCE_PEACE_INTERACTION_DESC;This spends a §YFavor§! to stop §YRealm Peace§! from being enforced. Your liege can not attempt to enforce §YRealm Peace§! for two years after this.;;;;;;;;;;;Â êà÷åñòâå §Yîäîëæåíèÿ§! Âàì ïðèíóäèòåëüíûé §Yìèð âíóòðè ñòðàíû§! íå âñòóïèò â ñèëó. Âàø ñþçåðåí áóäåò íå â ïðàâå ââîäèòü ïðèíóäèòåëüíûé ìèð â òå÷åíèå äâóõ ëåò.;;x
STOP_ENFORCE_PEACE_INTERACTION_LETTER;My liege, I want to remind you that you owe me a favor, and your decree of peace in the realm goes against my interests...;;;;;;;;;;;Ìîé ñþçåðåí, ÿ íàïîìèíàþ, ÷òî Âû â äîëãó ïåðåäî ìíîé, íî Âàø óêàç î ìèðå âíóòðè ñòðàíû èä¸ò âðàçðåç ñ ìîèìè èíòåðåñàìè...;;x
STOP_ENFORCE_PEACE_INTERACTION_LONG_DESC;By calling in a §YFavor§!, you can prevent your liege from enforcing §YRealm Peace§! this time. Your liege will be prevented from using the §YCouncil§! to invoke §YRealm Peace§! again for two years.;;;;;;;;;;;Â êà÷åñòâå §Yîäîëæåíèÿ§! Âû ìîæåòå ïîïðîñèòü ó ñâîåãî ñþçåðåíà íå ââîäèòü â äåéñòâèå çàêîí î ïðèíóäèòåëüíîì §Yìèðå âíóòðè ñòðàíû§!. Êðîìå òîãî, â ýòîì ñëó÷àå Âàø ñþçåðåí âîçüì¸ò íà ñåáÿ îáÿçàòåëüñòâî íå ñîçûâàòü §YÑîâåò§! ïî ýòîìó âîïðîñó â òå÷åíèå äâóõ ëåò.;;x
