EVTTITLE23212;The Legend of [Root.GetFirstNameWithNick];;;;;;;;;;;Ëåãåíäà î [Root.GetFirstNameWithNick];;x
EVTOPTAHF23766_A;Thank you, [From.GetFirstName], you are very kind.;;;;;;;;;;;Ñïàñèáî, [From.GetFirstName], âû î÷åíü ëþáåçíû.;;x
EVTOPTAHF23766_B;Talking as an expert, I wager?.;;;;;;;;;;;Äåðæó ïàðè, âû ãîâîðèòå êàê ýêñïåðò?.;;x
EVTOPTAHF23767;Eating can be such a waste of time...;;;;;;;;;;;Åäà ìîæåò áûòü òàêîé ïóñòîé òðàòîé âðåìåíè...;;x
EVTOPTAHF23768;I do not know what I would do without you, [scoped_kindred.GetFirstName]!;;;;;;;;;;;ß íå çíàþ, ÷òî áû ÿ äåëàë[Root.GetEndA] áåç Âàñ, [scoped_kindred.GetFirstName]!;;x
EVTOPTAHF23769;I should not have pushed [From.GetHerHim] this far...;;;;;;;;;;;ß íå äîëæ[Root.GetNaEn] áûë[Root.GetEndA] çàâîäèòü [From.GetHerHis] òàê äàëåêî...;;x
EVTOPTAHF23773;All the people of [Root.Capital.GetName] will be invited!;;;;;;;;;;;Âñå ìåñòíûå æèòåëè áóäóò ïðèãëàøåíû!;;x
EVTOPTAHF23774;Spirits of Life, watch over me!;;;;;;;;;;;Äóõè Æèçíè, áåðåãèòå ìåíÿ!;;x
EVTOPTBHF23002;I eat the beating heart!;;;;;;;;;;;Ñúåñòü ñåðäöå;;x
EVTOPTBHF23002_TT;This option is available because you have the §Y[the_sacrificial_altar.GetName]§!;;;;;;;;;;;Ýòîò âàðèàíò äîñòóïåí âàì áëàãîäàðÿ òîìó, ÷òî ó Âàñ åñòü [the_sacrificial_altar.GetName].;;x
EVTOPTBHF23003;The words of the Prophet intrigue me...;;;;;;;;;;;Ñëîâà Ïðîðîêà èíòðèãóþò ìåíÿ...;;x
EVTOPTBHF23003_ALT;The words of [muslim.GetGroupName] theologians intrigue me...;;;;;;;;;;;Ñëîâà [èñëàì]ñêèõ òåîëîãîâ èíòðèãóþò ìåíÿ...;;x
EVTOPTBHF23004;I wish to emulate the discipline of Indians.;;;;;;;;;;;Âîñòî÷íàÿ äèñöèïëèíà - ïðèìåð äëÿ ïîäðàæàíèÿ.;;x
EVTOPTBHF23004_ALT;I wish to follow some of the [indian_group.GetGroupName] principles.;;;;;;;;;;;Ìåíÿ çàâîðàæèâàþò èäåè [_âîñòî÷íûõ] ðåëèãèé.;;x
EVTOPTBHF23007;A healthy cow will serve us well.;;;;;;;;;;;— Çäîðîâàÿ êîðîâà õîðîøî íàì ïîñëóæèò.;;x
EVTOPTBHF23008_A;Good. [From.GetSheHeCap] should not let the stars dictate [From.GetHerHis] future.;;;;;;;;;;;Õîðîøî. [From.GetSheHeCap] íå äîëæ[From.GetNaEn] ïîçâîëÿòü çâ¸çäàì îïðåäåëÿòü ñâî¸ áóäóùåå.;;x
EVTOPTBHF23008_B;[From.GetSheHeCap] worries too much about the stars.;;;;;;;;;;;[From.GetSheHeCap] ñëèøêîì ñèëüíî áåñïîêîèòñÿ î çâ¸çäàõ.;;x
EVTOPTBHF23016;I am a Spiritualist!;;;;;;;;;;;Ñïèðèòóàëèçì;;x
EVTOPTBHF23017;Spiritualism is the way!;;;;;;;;;;;Ñïèðèòóàëèçì ïðèâëåêàåò ìåíÿ áîëüøå.;;x
EVTOPTBHF23021;I don't care about the stupid stars!;;;;;;;;;;;Ìíå ïëåâàòü íà ýòè äóðàöêèå çâ¸çäû!;;x
EVTOPTBHF23026;I want to study the great generals of old and their tactics.;;;;;;;;;;;Ïîëåçíî èçó÷èòü âåëèêèõ ïîëêîâîäöåâ äðåâíîñòè è èõ òàêòèêè.;;x
EVTOPTBHF23028;They are nothing but entertaining stories.;;;;;;;;;;;Ýòî íå ÷òî èíîå, êàê çàíèìàòåëüíûå èñòîðèè.;;x
EVTOPTBHF23101_A;I cannot commit such blasphemy.;;;;;;;;;;;ß íå ìîãó ñîâåðøèòü òàêîå êîùóíñòâî.;;x
EVTOPTBHF23101_B;Heathens as they are, we should not destroy their temples.;;;;;;;;;;;Êàêèìè áû ìðàêîáåñàìè îíè íè áûëè, ìû íå äîëæíû ðàçðóøàòü èõ õðàìû.;;x
EVTOPTBHF23101_C;We must endeavor to be better than them.;;;;;;;;;;;Ìû íå äîëæíû îïóñêàòüñÿ äî èõ óðîâíÿ.;;x
EVTOPTBHF23106;Weak and impious leaders doomed us.;;;;;;;;;;;Ñëàáûå è íå÷åñòèâûå ëèäåðû îáðåêëè íàñ íà ãèáåëü.;;x
EVTOPTBHF23107;I must act patiently and find kindred souls before revealing my plans.;;;;;;;;;;;Ëó÷øå ïðîÿâèòü òåðïåíèå è ñíà÷àëà íàéòè ðîäñòâåííûå äóøè.;;x
EVTOPTBHF23107_A;Finally! Our time has come!;;;;;;;;;;;Íó íàêîíåö òî! Íàøå âðåìÿ ïðèøëî!;;x
EVTOPTBHF23107_B;I must bow to the Imperial will.;;;;;;;;;;;Ìíå íóæíî ñêëîíèòüñÿ ïåðåä èìïåðàòîðñêîé âîëåé.;;x
EVTOPTBHF23111;I will not convert to a dead religion!;;;;;;;;;;;ß íå îáðàùóñü â ì¸ðòâóþ ðåëèãèþ!;;x
EVTOPTBHF23112;We stand united against the barbarity of the Galileans!;;;;;;;;;;;Ìû âûñòóïàåì åäèíûì ôðîíòîì ïðîòèâ âàðâàðñòâà ãàëèëåÿí!;;x
EVTOPTBHF23113;There is nothing we can do.;;;;;;;;;;;Ìû íè÷åãî íå ìîæåì ñäåëàòü.;;x
EVTOPTBHF23114;These are the words of a traitor.;;;;;;;;;;;Ýòî - ñëîâà ïðåäàòåëÿ.;;x
EVTOPTBHF23116;I cannot say I am surprised...;;;;;;;;;;;Íå ìîãó ñêàçàòü, ÷òî ÿ óäèâëåí[Root.GetEndA]...;;x
EVTOPTBHF23117;This is horrible!;;;;;;;;;;;Ýòî óæàñíî!;;x
EVTOPTBHF23118;No, I must stand my ground!;;;;;;;;;;;Íåò, ÿ äîëæ[Root.GetNaEn] ñòîÿòü íà ñâî¸ì!;;x
EVTOPTBHF23119_A;We will endeavor to be moderate.;;;;;;;;;;;Ìû ïîñòàðàåìñÿ áûòü óìåðåííûìè.;;x
EVTOPTBHF23119_B;It is not our intention to upset the Christians.;;;;;;;;;;;Ìû íå ñîáèðàåìñÿ ðàññòðàèâàòü [_õðèñòèàí].;;x
EVTOPTBHF23119_C;Far from me to eschew humility...;;;;;;;;;;;ß äàëåê[Root.GetEndA] îò òîãî, ÷òîáû îòâåðãàòü ñìèðåíèå...;;x
EVTOPTBHF23122;How abominable!;;;;;;;;;;;Êàêàÿ ìåðçîñòü!;;x
EVTOPTBHF23123;More heathen sophists...;;;;;;;;;;;Åù¸ îäíè ÿçû÷íèêè-ñîôèñòû...;;x
EVTOPTBHF23200;Let the gods of war consecrate this temple!;;;;;;;;;;;Ïóñòü áîãè âîéíû îñâÿòÿò ýòîò õðàì!;;x
EVTOPTBHF23200_TT;Dedicate the temple of §Y[scoped_temple_barony.GetName]§! to one of the more bellicose deities of the pantheon: §Y[GetAthenaMinervaName]§!, §Y[GetAresMarsName]§!, or §Y[GetHephaestusVulcanName]§!.;;;;;;;;;;;Ïîñâÿòèòü õðàì §Y[scoped_temple_barony.GetName]§! îäíîìó èç ñàìûõ âîèíñòâåííûõ áîæåñòâ ïàíòåîíà: §Y[GetAthenaMinervaNameDAT]§!, §Y[GetAresMarsNameDAT]§! èëè §Y[GetHephaestusVulcanNameDAT]§!.;;x
EVTOPTBHF23201;This shall be [GetPoseidonNeptuneName]'s temple!;;;;;;;;;;;Çäåñü áóäåò õðàì [GetPoseidonNeptuneNameGEN]!;;x
EVTOPTBHF23202;This shall be [GetAresMarsName]' temple!;;;;;;;;;;;Çäåñü áóäåò õðàì [GetAresMarsNameGEN]!;;x
EVTOPTBHF23203;This shall be [GetDemetraCeresName]' temple!;;;;;;;;;;;Çäåñü áóäåò õðàì [GetDemetraCeresNameGEN]!;;x
EVTOPTBHF23204;This shall be [GetArtemisDianaName]'s temple!;;;;;;;;;;;Çäåñü áóäåò õðàì [GetArtemisDianaNameGEN]!;;x
EVTOPTBHF23207;They will fetch us a good price...;;;;;;;;;;;Îíè ïðèíåñóò íàì õîðîøóþ ïðèáûëü...;;x
EVTOPTBHF23208;This does not concern me.;;;;;;;;;;;Ìåíÿ ýòî íå êàñàåòñÿ.;;x
EVTOPTBHF23209;I will take the best specimens.;;;;;;;;;;;ß âîçüìó ëó÷øèå ýêçåìïëÿðû.;;x
EVTOPTBHF23210;Search for anything of value, leave no stone unturned!;;;;;;;;;;;Èùèòå âñ¸, ÷òî èìååò öåííîñòü, íå îñòàâëÿéòå êàìíÿ íà êàìíå!;;x
EVTOPTBHF23213;This monster must be eliminated!;;;;;;;;;;;Ýòîò ìîíñòð äîëæåí áûòü óíè÷òîæåí!;;x
EVTOPTBHF23214;Perhaps we can come to a better arrangement?;;;;;;;;;;;Ìîæåò áûòü, ìû ìîæåì ïðèéòè ê ëó÷øåìó ñîãëàøåíèþ?;;x
EVTOPTBHF23215;You are quite charming yourself... Why do not we join forces permanently?;;;;;;;;;;;Âû î÷åíü îáàÿòåëüíû... Ïî÷åìó áû íàì íå îáúåäèíèòüñÿ íà ïîñòîÿííîé îñíîâå?;;x
EVTOPTBHF23216;Then get lost. I do not need you!;;;;;;;;;;;Òîãäà ïðîâàëèâàéòå. Âû ìíå íå íóæíû!;;x
EVTOPTBHF23217;You dare make demands of me?! Begone!;;;;;;;;;;;Âû ñìååòå ïðåäúÿâëÿòü êî ìíå òðåáîâàíèÿ?! Óáèðàéòåñü!;;x
EVTOPTBHF23219;With a few robes, I am sure some of us can sneak inside...;;;;;;;;;;;ß óâåðåí[Root.GetEndA], ÷òî íåêîòîðûå èç íàñ ñìîãóò ïðîáðàòüñÿ âíóòðü, åñëè íàäåíóò ðÿñû...;;x
EVTOPTBHF23222;Forget raiding, we must desecrate this temple in [Root.Religion.GetHighGodName]'s name!;;;;;;;;;;;Çàáóäüòå î ðåéäàõ, ìû äîëæíû îñêâåðíèòü ýòîò õðàì âî èìÿ [Root.Religion.GetHighGodName]à!;;x
EVTOPTBHF23400;Everybody must know.;;;;;;;;;;;Âñå äîëæíû ýòî çíàòü.;;x
EVTOPTBHF23401_A;Praise the heavens!;;;;;;;;;;;Õâàëà íåáåñàì!;;x
EVTOPTBHF23401_B;What a relief!;;;;;;;;;;;Êàêîå îáëåã÷åíèå!;;x
EVTOPTBHF23401_C;Hmm. This is worrying...;;;;;;;;;;;Õìì. Ýòî âûçûâàåò áåñïîêîéñòâî...;;x
EVTOPTBHF23401_D;May the heavens protect us!;;;;;;;;;;;Äà õðàíÿò íàñ íåáåñà!;;x
EVTOPTBHF23401_E;Is the end times near?;;;;;;;;;;;Êîíåö âðåì¸í áëèçîê?;;x
EVTOPTBHF23411;I know exactly how to proceed.;;;;;;;;;;;ß òî÷íî çíàþ, êàê äåéñòâîâàòü äàëüøå.;;x
EVTOPTBHF23435;How abhorrent!;;;;;;;;;;;Êàê îòâðàòèòåëüíî!;;x
EVTOPTBHF23440;We should hold it in the Grand Amphitheater!;;;;;;;;;;;Ïðîâåä¸ì åãî â àìôèòåàòðå!;;x
EVTOPTBHF23440_tt;This option is available as you own a §YGrand Amphitheater§!.;;;;;;;;;;;Ýòîò âàðèàíò äîñòóïåí âàì, ïîòîìó ÷òî ó Âàñ åñòü §YÂåëèêèé àìôèòåàòð§!.;;x
EVTOPTBHF23441;I have no time for this.;;;;;;;;;;;Ó ìåíÿ íåò íà ýòî âðåìåíè.;;x
EVTOPTBHF23443;My most vicious Commander will do.;;;;;;;;;;;Ïóñòü ïîó÷àñòâóåò ìîé ñàìûé áåñïîùàäíûé êîìàíäèð.;;x
EVTOPTBHF23444;This is horrible!;;;;;;;;;;;Ýòî óæàñíî!;;x
EVTOPTBHF23445;Nothing wrong in poisoning [my_blood_contender.GetHerHis] weapons, surely...;;;;;;;;;;;Íåò íè÷åãî ïëîõîãî â òîì, ÷òîáû îòðàâèòü [my_blood_contender.GetHerHis] îðóæèå, êîíå÷íî æå...;;x
EVTOPTBHF23447;Better wait for the next tournament...;;;;;;;;;;;Ëó÷øå äîæäàòüñÿ ñëåäóþùåãî òóðíèðà...;;x
EVTOPTBHF23449;Better wait for the next tournament...;;;;;;;;;;;Ëó÷øå äîæäàòüñÿ ñëåäóþùåãî òóðíèðà...;;x
EVTOPTBHF23457;I will have to pick a better candidate next time...;;;;;;;;;;;Â ñëåäóþùèé ðàç ìíå ïðèä¸òñÿ âûáðàòü êàíäèäàòà ïîëó÷øå...;;x
EVTOPTBHF23459;Maybe it is for the best...;;;;;;;;;;;Ìîæåò, îíî è ê ëó÷øåìó...;;x
EVTOPTBHF23460;I will have to pick a better candidate next time...;;;;;;;;;;;Â ñëåäóþùèé ðàç ìíå ïðèä¸òñÿ âûáðàòü êàíäèäàòà ïîëó÷øå...;;x
EVTOPTBHF23462;We shall scour every village for our tribute!;;;;;;;;;;;Ìû îáûùåì êàæäóþ äåðåâíþ â ïîèñêàõ íàøåé äàíè!;;x
EVTOPTBHF23465;Senseless slaughter, nothing more.;;;;;;;;;;;Ýòî ëèøü áåññìûñëåííàÿ áîéíÿ.;;x
EVTOPTBHF23473;Leave it be.;;;;;;;;;;;Îñòàâüòå âñ¸, êàê åñòü.;;x
EVTOPTBHF23474;Bah! Superstitious nonsense!;;;;;;;;;;;Áà! Ñóåâåðíàÿ ÷åïóõà!;;x
EVTOPTBHF23751;I will grow [From.GetHerHim] with the utmost care.;;;;;;;;;;;ß áóäó ðàñòèòü [From.GetHersHis] ñ îñîáîé îñòîðîæíîñòüþ.;;x
EVTOPTBHF23760;Mastery over the battlefield is vital to keep the peace.;;;;;;;;;;;Ìàñòåðñòâî íà ïîëå áîÿ æèçíåííî âàæíî äëÿ ñîõðàíåíèÿ ìèðà.;;x
EVTOPTBHF23762;I have had better days, to be sure...;;;;;;;;;;;Ó ìåíÿ áûâàëè è ëó÷øèå äíè, åñëè ÷åñòíî...;;x
EVTOPTBHF23773;I will invite everyone I know!;;;;;;;;;;;ß ïðèãëàøó âñåõ, êîãî çíàþ!;;x
EVTOPTBHF23774;I hope a powerful entity will lend me its strength.;;;;;;;;;;;ß íàäåþñü, ÷òî ìîãóùåñòâåííàÿ ñóùíîñòü îäîëæèò ìíå ñâîþ ñèëó.;;x
EVTOPTCHF23003;I wonder about the god of Abraham...;;;;;;;;;;;Êòî æå íà ñàìîì äåëå áîã Àâðààìà...;;x
EVTOPTCHF23003_ALT;I wonder about the god of the [jewish.GetName] people...;;;;;;;;;;;Êòî æå íà ñàìîì äåëå áîã [_èóäååâ]...;;x
EVTOPTCHF23004;There is something about Pagans that intrigues me...;;;;;;;;;;;Åñòü íå÷òî â ÿçû÷åñòâå, ÷òî ïðèòÿãèâàåò ìåíÿ.;;x
EVTOPTCHF23004_ALT;I long for the simplicity of the [pagan_group.GetName] worshipers.;;;;;;;;;;;Åñòü íå÷òî â [_ÿçû÷åñòâå], ÷òî ïðèòÿãèâàåò ìåíÿ.;;x
EVTOPTCHF23007;Read the future from this goat's entrails.;;;;;;;;;;;— Ïðî÷òèòå áóäóùåå ïî âíóòðåííîñòÿì ýòîãî êîçëà.;;x
EVTOPTCHF23008_A;This is unacceptable!;;;;;;;;;;;Ýòî íåïðèåìëåìî!;;x
EVTOPTCHF23008_B;Good on [From.GetHerHim].;;;;;;;;;;;Óìíèöà!;;x
EVTOPTCHF23016;I am a Militant [Root.Religion.GetName]!;;;;;;;;;;;Ìèëèòàðèçì;;x
EVTOPTCHF23017;Militarism is the way!;;;;;;;;;;;Ìèëèòàðèçì ëó÷øå âñåãî.;;x
EVTOPTCHF23026;I wonder how the old Empire worked...;;;;;;;;;;;Èíòåðåñíî, êàê ðàáîòàëà ñòàðàÿ Èìïåðèÿ...;;x
EVTOPTCHF23028;Of course they do!;;;;;;;;;;;Íåñîìíåííî!;;x
EVTOPTCHF23112;Babylon has risen again! The end time is near!;;;;;;;;;;;Âàâèëîí ñíîâà âîññòàë! Êîíåö ñâåòà áëèçîê!;;x
EVTOPTCHF23200;This is the home of a kind deity.;;;;;;;;;;;Ýòî äîì äîáðîãî áîæåñòâà.;;x
EVTOPTCHF23200_TT;Dedicate the temple of §Y[scoped_temple_barony.GetName]§! to one of the gods of prosperity: §Y[GetHestiaVestaName]§!, §Y[GetDemetraCeresName]§! or §Y[GetAphroditeVenusName]§!.;;;;;;;;;;;Ïîñâÿòèòü õðàì §Y[scoped_temple_barony.GetBaseName]§! îäíîé èç áîãèíü ïðîöâåòàíèÿ: §Y[GetHestiaVestaNameDAT]§!, §Y[GetDemetraCeresNameDAT]§! èëè §Y[GetAphroditeVenusNameDAT]§!.;;x
EVTOPTCHF23201;This shall be [GetHadesPlutoName]'s temple!;;;;;;;;;;;Çäåñü áóäåò õðàì [GetHadesPlutoNameGEN]!;;x
EVTOPTCHF23202;This shall be [GetHephaestusVulcanName]'s temple!;;;;;;;;;;;Çäåñü áóäåò õðàì [GetHephaestusVulcanNameGEN]!;;x
EVTOPTCHF23203;This shall be [GetAphroditeVenusName]' temple!;;;;;;;;;;;Çäåñü áóäåò õðàì [GetAphroditeVenusNameGEN]!;;x
EVTOPTCHF23207;We will have them shipped back to [Root.Capital.GetName]...;;;;;;;;;;;Ìû îòïðàâèì èõ îáðàòíî â [Root.Capital.GetName]...;;x
EVTOPTCHF23209;I will share the cattle with my best warriors.;;;;;;;;;;;ß ïîäåëþñü ñêîòîì ñî ñâîèìè ëó÷øèìè âîèíàìè.;;x
EVTOPTCHF23210;Let the peasants go! Let them spread the legend of [Root.GetFirstName]!;;;;;;;;;;;Îòïóñòèòå êðåñòüÿí! Ïóñòü ðàñïðîñòðàíÿþò ëåãåíäó î [Root.GetFirstName]!;;x
EVTOPTCHF23214;I challenge you for leadership of your band!;;;;;;;;;;;ß áðîñàþ âàì âûçîâ çà ëèäåðñòâî â âàøåì îòðÿäå!;;x
EVTOPTCHF23215;This is a fair price, isn't it?;;;;;;;;;;;Ýòî ñïðàâåäëèâàÿ öåíà, íå òàê ëè?;;x
EVTOPTCHF23219;I am sure I can get us past the guards.;;;;;;;;;;;ß óâåðåí[Root.GetEndA], ÷òî ñìîãó ïðîâåñòè íàñ ìèìî ñòðàæíèêîâ.;;x
EVTOPTCHF23400;This is nothing but superstitious nonsense!;;;;;;;;;;;Ýòî íå ÷òî èíîå, êàê ñóåâåðíûé âçäîð!;;x
EVTOPTCHF23405;Bah! Nothing but superstitions!;;;;;;;;;;;Áà! Íè÷åãî, êðîìå ñóåâåðèé!;;x
EVTOPTCHF23411;Very well. Let us see what the future has in store for me...;;;;;;;;;;;Î÷åíü õîðîøî. Ïîñìîòðèì, ÷òî æä¸ò ìåíÿ â áóäóùåì....;;x
EVTOPTCHF23443;Is there nobody who wishes to fight for me?;;;;;;;;;;;Íåóæåëè íèêòî íå õî÷åò ñðàæàòüñÿ çà ìåíÿ?;;x
EVTOPTCHF23445;I will give [my_blood_contender.GetHerHim] the best equipment that gold can buy.;;;;;;;;;;;ß äàì [my_blood_contender.GetTitledFirstName] ëó÷øåå ñíàðÿæåíèå, êîòîðîå ìîæíî êóïèòü çà çîëîòî.;;x
EVTOPTCHF23462;[Root.Capital.GetName] shall pay our price.;;;;;;;;;;;[Root.Capital.GetName] çàïëàòèò ñâîþ öåíó.;;x
EVTOPTCHF23751;[From.GetSheHeCap] will be guarded from every danger.;;;;;;;;;;;[From.GetSheHeCap] áóäåò çàùèùåí[From.GetEndA] îò ëþáîé îïàñíîñòè.;;x
EVTOPTCHF23760;Only by knowing ourselves we can lead others.;;;;;;;;;;;Òîëüêî ïîçíàâ ñåáÿ, ìû ìîæåì âåñòè çà ñîáîé äðóãèõ.;;x
EVTOPTCHF23762;Enough! I need a lunch break. Or two.;;;;;;;;;;;Äîñòàòî÷íî! Ìíå íóæåí îáåäåííûé ïåðåðûâ. Èëè äâà.;;x
EVTOPTCHF23773;This is a private affair!;;;;;;;;;;;Ýòî ìî¸ ëè÷íîå äåëî!;;x
EVTOPTCHF23774;May the Tricksters grant me their wits!;;;;;;;;;;;Ïóñòü òðèêñòåðû äàðóþò ìíå ñâîé óì!;;x
EVTOPTDHF23003;The Eastern religions are more to my liking.;;;;;;;;;;;Ìíå âñåãäà íðàâèëèñü âîñòî÷íûå ðåëèãèè.;;x
EVTOPTDHF23003_ALT;There are other religions that are more to my liking.;;;;;;;;;;;ß âñåãäà ñèìïàòèçèðîâàë[Root.GetEndA] [_âîñòî÷íûì] ðåëèãèÿì.;;x
EVTOPTDHF23004;The Abrahamic religions interest me more.;;;;;;;;;;;Àâðààìè÷åñêèå ðåëèãèè ìíå áîëüøå ïî äóøå.;;x
EVTOPTDHF23004_ALT;The other religions interest me more.;;;;;;;;;;;Äðóãèå ðåëèãèè áîëåå èíòåðåñíû äëÿ ìåíÿ.;;x
EVTOPTDHF23007;Look into the trail of these birds.;;;;;;;;;;;— Èçó÷èòå ñëåäû ýòèõ ïòèö.;;x
EVTOPTDHF23016;I am a Tribalist!;;;;;;;;;;;Òðèáàëèçì;;x
EVTOPTDHF23017;Tribalism is the way!;;;;;;;;;;;Òðèáàëèçì ìíå áëèæå.;;x
EVTOPTDHF23026;I wish to study the speeches of the great men of ancient times.;;;;;;;;;;;Ìåíÿ çàâîðàæèâàþò ðå÷è âåëèêèõ îðàòîðîâ äðåâíîñòè.;;x
EVTOPTDHF23112;This is of no concern to us.;;;;;;;;;;;Ýòî íàñ íå êàñàåòñÿ.;;x
EVTOPTDHF23200;One of the Heavenly Twins, or the Divine Messenger could inhabit this temple.;;;;;;;;;;;Îäèí èç Áëèçíåöîâ èëè Ïîñëàííèê ìîãóò ïîñåëèòüñÿ â ýòîì õðàìå.;;x
EVTOPTDHF23200_TT;Dedicate the temple of §Y[scoped_temple_barony.GetName]§! to either one of the sons of Leto: §YApollo§! or §Y[GetArtemisDianaName]§!, or the Divine Messenger, §Y[GetHermesMercuryName]§!.;;;;;;;;;;;Ïîñâÿòèòü õðàì §Y[scoped_temple_barony.GetBaseName]§! îäíîìó èç äåòåé áîãèíè Ëåòî: §YÀïîëëîíó§!, §Y[GetArtemisDianaNameDAT]§!, èëè Áîæåñòâåííîìó Ïîñëàííèêó - §Y[GetHermesMercuryNameDAT]§!.;;x
EVTOPTDHF23203;This shall be [GetHermesMercuryName]'s temple!;;;;;;;;;;;Çäåñü áóäåò õðàì [GetHermesMercuryNameGEN]!;;x
EVTOPTDHF23210;We are done here.;;;;;;;;;;;Ìû çäåñü çàêîí÷èëè.;;x
EVTOPTDHF23214;Your price sounds reasonable...;;;;;;;;;;;Âàøà öåíà êàæåòñÿ ðàçóìíîé...;;x
EVTOPTDHF23219;We will spread and pillage the countryside.;;;;;;;;;;;Ìû ðàçáåæèìñÿ è ïîãðàáèì ñåëüñêóþ ìåñòíîñòü.;;x
EVTOPTDHF23411;No. This is abhorrent.;;;;;;;;;;;Íåò. Ýòî îòâðàòèòåëüíî.;;x
EVTOPTDHF23443;Any servant will do.;;;;;;;;;;;Ïîäîéä¸ò ëþáîé ñëóãà.;;x
EVTOPTDHF23445;[my_blood_contender.GetSheHeCap] will do fine as [my_blood_contender.GetSheHe] is.;;;;;;;;;;;[my_blood_contender.GetSheHeCap] ïðåêðàñíî ñïðàâèòñÿ ñ òåì, ÷òî åñòü.;;x
EVTOPTDHF23462;Perhaps this was not a good idea...;;;;;;;;;;;Âîçìîæíî, ýòî áûëà íå î÷åíü õîðîøàÿ èäåÿ...;;x
